txn_id,txn_date,rail,region,merchant_segment,gross_usd,revenue_usd,rewards_cost_usd,fraud_loss_usd,chargeback_loss_usd,processing_cost_usd,incentive_cost_usd
T0111734,2026-05-16,domestic_debit,latam,smb_retail,8.09,0.0871,0.0,0.0,0.0,0.028,0.0032
T0111735,2026-05-03,domestic_debit,north_america,grocery_fuel,17.3,0.135,0.0,0.0,0.0,0.028,0.0069
T0111736,2026-04-13,domestic_debit,north_america,travel,34.62,0.225,0.0,0.0,0.0,0.028,0.0138
T0111737,2026-06-19,domestic_debit,apac,smb_retail,6.7,0.0798,0.0,0.0,0.0,0.028,0.0027
T0111738,2026-05-08,domestic_debit,apac,digital_goods,36.99,0.2373,0.0,0.0,0.0,0.028,0.0148
T0111739,2026-06-15,cross_border,apac,smb_retail,121.96,3.691,0.8415,0.0,0.0,0.038,0.1585
T0111740,2026-06-30,domestic_credit,europe,digital_goods,12.49,0.1799,0.0887,0.0,0.0,0.031,0.0112
T0111741,2026-05-29,domestic_debit,europe,digital_goods,17.03,0.1336,0.0,0.0,0.0,0.028,0.0068
T0111742,2026-06-06,domestic_debit,north_america,enterprise_retail,26.0,0.1802,0.0,0.0,0.0,0.028,0.0104
T0111743,2026-06-15,domestic_credit,north_america,enterprise_retail,84.97,1.1076,0.6033,0.0,0.0,0.031,0.0765
T0111744,2026-04-24,domestic_credit,north_america,enterprise_retail,24.79,0.3373,0.176,0.0,0.0,0.031,0.0223
T0111745,2026-06-19,cross_border,europe,enterprise_retail,94.44,2.8626,0.6516,0.0,0.0,0.038,0.1228
T0111746,2026-04-02,domestic_debit,europe,smb_retail,47.68,0.2929,0.0,0.0,0.0,0.028,0.0191
T0111747,2026-05-19,domestic_credit,apac,smb_retail,8.86,0.1334,0.0629,0.0,0.0,0.031,0.008
T0111748,2026-05-27,cross_border,europe,grocery_fuel,315.45,9.515,2.1766,0.0,0.0,0.038,0.4101
T0111749,2026-06-02,domestic_credit,apac,digital_goods,75.62,0.9879,0.5369,0.0,0.0,0.031,0.0681
T0111750,2026-06-09,domestic_debit,north_america,smb_retail,71.07,0.4146,0.0,0.0,0.0,0.028,0.0284
T0111751,2026-05-08,domestic_credit,north_america,enterprise_retail,64.63,0.8473,0.4589,0.0,0.0,0.031,0.0582
T0111752,2026-04-28,domestic_credit,north_america,smb_retail,28.76,0.3881,0.2042,0.0,0.0,0.031,0.0259
T0111753,2026-04-18,ecom_credit,apac,travel,134.96,2.0579,0.9987,0.0,0.0,0.026,0.1485
T0111754,2026-06-14,domestic_debit,europe,smb_retail,25.88,0.1796,0.0,0.0,0.0,0.028,0.0104
T0111755,2026-05-28,domestic_credit,north_america,smb_retail,16.5,0.2312,0.1172,0.0,0.0,0.031,0.0149
T0111756,2026-04-14,ecom_credit,north_america,travel,76.85,1.1804,0.5687,0.0,0.0,0.026,0.0845
T0111757,2026-05-13,ecom_credit,north_america,travel,475.66,7.2025,3.5199,0.0,0.0,0.026,0.5232
T0111758,2026-04-05,tap_to_pay,north_america,grocery_fuel,30.38,0.2973,0.1063,0.0,0.0,0.024,0.0182
T0111759,2026-05-27,ecom_credit,apac,grocery_fuel,19.56,0.3154,0.1447,0.0,0.0,0.026,0.0215
T0111760,2026-04-05,ecom_credit,north_america,enterprise_retail,15.08,0.2477,0.1116,0.0,0.0,0.026,0.0166
T0111761,2026-06-30,domestic_debit,north_america,grocery_fuel,62.28,0.3689,0.0,0.0,0.0,0.028,0.0249
T0111762,2026-04-27,domestic_debit,north_america,enterprise_retail,139.28,0.7693,0.0,0.0,0.0,0.028,0.0557
T0111763,2026-05-31,domestic_credit,north_america,smb_retail,191.63,2.4729,1.3606,0.0,0.0,0.031,0.1725
T0111764,2026-05-21,domestic_debit,north_america,enterprise_retail,44.2,0.2748,0.0,0.0,0.0,0.028,0.0177
T0111765,2026-06-14,domestic_debit,europe,smb_retail,91.35,0.52,0.0,0.0,0.0,0.028,0.0365
T0111766,2026-04-24,domestic_credit,europe,enterprise_retail,48.08,0.6354,0.3414,0.0,0.0,0.031,0.0433
T0111767,2026-05-10,domestic_debit,north_america,digital_goods,8.23,0.0878,0.0,0.0,0.0,0.028,0.0033
T0111768,2026-04-10,domestic_debit,apac,smb_retail,81.76,0.4702,0.0,0.0,0.0,0.028,0.0327
T0111769,2026-05-30,domestic_credit,latam,grocery_fuel,10.37,0.1527,0.0736,0.0,0.0,0.031,0.0093
T0111770,2026-04-18,ecom_credit,north_america,smb_retail,18.84,0.3045,0.1394,0.0,0.0,0.026,0.0207
T0111771,2026-06-26,cross_border,europe,restaurants,29.6,0.911,0.2042,0.0,0.0,0.038,0.0385
T0111772,2026-05-10,domestic_debit,apac,enterprise_retail,6.33,0.0779,0.0,0.0,0.0,0.028,0.0025
T0111773,2026-05-18,ecom_credit,apac,travel,79.22,1.2162,0.5862,0.0,0.0,0.026,0.0871
T0111774,2026-06-28,domestic_credit,europe,digital_goods,22.0,0.3016,0.1562,0.0,0.0,0.031,0.0198
T0111775,2026-04-03,domestic_credit,apac,restaurants,30.29,0.4077,0.2151,0.0,0.0,0.031,0.0273
T0111776,2026-04-12,cross_border,latam,smb_retail,31.57,0.9703,0.2178,0.0,0.0,0.038,0.041
T0111777,2026-06-09,domestic_credit,europe,digital_goods,81.23,1.0597,0.5767,0.0,0.0,0.031,0.0731
T0111778,2026-04-28,domestic_debit,europe,enterprise_retail,92.59,0.5265,0.0,0.0,0.0,0.028,0.037
T0111779,2026-06-13,domestic_debit,north_america,grocery_fuel,24.83,0.1741,0.0,0.0,0.0,0.028,0.0099
T0111780,2026-06-16,domestic_debit,apac,restaurants,32.15,0.2122,0.0,0.0,0.0,0.028,0.0129
T0111781,2026-04-18,domestic_credit,north_america,smb_retail,60.67,0.7966,0.4308,0.0,0.0,0.031,0.0546
T0111782,2026-06-24,ecom_credit,north_america,grocery_fuel,25.41,0.4037,0.188,0.0,0.0,0.026,0.028
T0111783,2026-06-27,domestic_debit,europe,enterprise_retail,10.85,0.1014,0.0,0.0,0.0,0.028,0.0043
T0111784,2026-04-10,domestic_credit,north_america,smb_retail,2.11,0.047,0.015,0.0,0.0,0.031,0.0019
T0111785,2026-05-26,cross_border,apac,smb_retail,82.1,2.4912,0.5665,0.0,0.0,0.038,0.1067
T0111786,2026-04-13,cross_border,north_america,enterprise_retail,47.81,1.4591,0.3299,0.0,0.0,0.038,0.0622
T0111787,2026-06-25,domestic_credit,europe,smb_retail,8.86,0.1334,0.0629,0.0,0.0,0.031,0.008
T0111788,2026-05-03,domestic_debit,europe,digital_goods,7.35,0.0832,0.0,0.0,0.0,0.028,0.0029
T0111789,2026-04-10,tap_to_pay,north_america,grocery_fuel,12.11,0.1366,0.0424,0.0,0.0,0.024,0.0073
T0111790,2026-06-27,domestic_credit,north_america,smb_retail,18.59,0.258,0.132,0.0,0.0,0.031,0.0167
T0111791,2026-04-04,ecom_credit,north_america,grocery_fuel,56.21,0.8688,0.416,0.0,0.0,0.026,0.0618
T0111792,2026-05-01,domestic_debit,north_america,restaurants,14.42,0.12,0.0,0.0,0.0,0.028,0.0058
T0111793,2026-04-05,domestic_debit,north_america,grocery_fuel,9.93,0.0966,0.0,0.0,0.0,0.028,0.004
T0111794,2026-05-07,domestic_credit,apac,grocery_fuel,18.9,0.2619,0.1342,0.0,0.0,0.031,0.017
T0111795,2026-04-23,domestic_debit,latam,enterprise_retail,158.51,0.8693,0.0,0.0,0.0,0.028,0.0634
T0111796,2026-04-30,domestic_credit,apac,enterprise_retail,30.27,0.4075,0.2149,0.0,0.0,0.031,0.0272
T0111797,2026-04-08,tap_to_pay,north_america,grocery_fuel,19.71,0.2034,0.069,0.0,0.0,0.024,0.0118
T0111798,2026-04-25,domestic_debit,north_america,enterprise_retail,18.46,0.141,0.0,0.0,0.0,0.028,0.0074
T0111799,2026-04-03,tap_to_pay,north_america,restaurants,27.55,0.2724,0.0964,0.0,0.0,0.024,0.0165
T0111800,2026-05-23,ecom_credit,apac,smb_retail,13.21,0.2195,0.0978,0.0,0.0,0.026,0.0145
T0111801,2026-06-21,domestic_debit,north_america,grocery_fuel,16.46,0.1306,0.0,0.0,0.0,0.028,0.0066
T0111802,2026-05-24,domestic_credit,latam,digital_goods,6.5,0.1032,0.0462,0.0,0.0,0.031,0.0059
T0111803,2026-05-25,domestic_debit,north_america,enterprise_retail,18.11,0.1392,0.0,0.0,0.0,0.028,0.0072
T0111804,2026-04-29,ecom_credit,latam,enterprise_retail,24.83,0.3949,0.1837,0.0,0.0,0.026,0.0273
T0111805,2026-05-15,domestic_debit,europe,restaurants,6.23,0.0774,0.0,0.0,0.0,0.028,0.0025
T0111806,2026-05-30,ecom_credit,europe,restaurants,16.33,0.2666,0.1208,0.0,0.0,0.026,0.018
T0111807,2026-05-06,domestic_debit,north_america,enterprise_retail,7.8,0.0856,0.0,0.0,0.0,0.028,0.0031
T0111808,2026-05-20,ecom_credit,europe,enterprise_retail,164.83,2.5089,1.2197,0.0,0.0,0.026,0.1813
T0111809,2026-05-11,cross_border,apac,grocery_fuel,42.53,1.3002,0.2935,0.0,0.0,0.038,0.0553
T0111810,2026-04-05,tap_to_pay,north_america,enterprise_retail,19.46,0.2012,0.0681,0.0,0.0,0.024,0.0117
T0111811,2026-05-07,domestic_credit,north_america,smb_retail,4.77,0.0811,0.0339,0.0,0.0,0.031,0.0043
T0111812,2026-04-11,domestic_credit,apac,enterprise_retail,34.94,0.4672,0.2481,0.0,0.0,0.031,0.0314
T0111813,2026-05-25,domestic_credit,apac,grocery_fuel,28.13,0.3801,0.1997,0.0,0.0,0.031,0.0253
T0111814,2026-05-26,ecom_credit,north_america,enterprise_retail,73.45,1.1291,0.5435,0.0,0.0,0.026,0.0808
T0111815,2026-06-30,domestic_credit,europe,grocery_fuel,26.91,0.3644,0.1911,0.0,0.0,0.031,0.0242
T0111816,2026-04-04,domestic_credit,north_america,enterprise_retail,187.65,2.4219,1.3323,0.0,0.0,0.031,0.1689
T0111817,2026-06-27,ecom_credit,europe,smb_retail,103.29,1.5797,0.7643,0.0,0.0,0.026,0.1136
T0111818,2026-05-13,domestic_debit,north_america,restaurants,26.79,0.1843,0.0,0.0,0.0,0.028,0.0107
T0111819,2026-04-25,tap_to_pay,latam,digital_goods,3.88,0.0641,0.0136,0.0,0.0,0.024,0.0023
T0111820,2026-04-12,domestic_debit,latam,enterprise_retail,15.29,0.1245,0.0,0.0,0.0,0.028,0.0061
T0111821,2026-06-20,domestic_debit,north_america,travel,67.71,0.3971,0.0,0.0,0.0,0.028,0.0271
T0111822,2026-04-23,cross_border,north_america,enterprise_retail,43.37,1.3254,0.2993,0.0,0.0,0.038,0.0564
T0111823,2026-06-13,cross_border,apac,smb_retail,54.54,1.6617,0.3763,0.0,0.0,0.038,0.0709
T0111824,2026-06-10,ecom_credit,europe,restaurants,53.72,0.8312,0.3975,0.0,0.0,0.026,0.0591
T0111825,2026-05-09,cross_border,europe,smb_retail,16.77,0.5248,0.1157,0.0,0.0,0.038,0.0218
T0111826,2026-04-21,domestic_credit,latam,digital_goods,33.79,0.4525,0.2399,0.0,0.0,0.031,0.0304
T0111827,2026-05-07,domestic_debit,europe,grocery_fuel,10.64,0.1003,0.0,0.0,0.0,0.028,0.0043
T0111828,2026-05-22,domestic_debit,north_america,travel,50.68,0.3085,0.0,0.0,0.0,0.028,0.0203
T0111829,2026-05-24,cross_border,europe,travel,136.88,4.1401,0.9445,0.0,0.0,0.038,0.1779
T0111830,2026-06-01,domestic_debit,north_america,enterprise_retail,256.82,1.3805,0.0,0.0,0.0,0.028,0.1027
T0111831,2026-06-28,ecom_credit,north_america,grocery_fuel,11.55,0.1944,0.0855,0.0,0.0,0.026,0.0127
T0111832,2026-06-28,domestic_debit,europe,travel,7.78,0.0855,0.0,0.0,0.0,0.028,0.0031
T0111833,2026-04-07,domestic_debit,north_america,grocery_fuel,89.89,0.5124,0.0,0.0,0.0,0.028,0.036
T0111834,2026-06-02,domestic_credit,europe,grocery_fuel,7.23,0.1125,0.0513,0.0,0.0,0.031,0.0065
T0111835,2026-04-03,domestic_debit,latam,smb_retail,32.66,0.2148,0.0,0.0,0.0,0.028,0.0131
T0111836,2026-04-01,tap_to_pay,europe,grocery_fuel,5.6,0.0793,0.0196,0.0,0.0,0.024,0.0034
T0111837,2026-06-03,domestic_debit,north_america,smb_retail,149.49,0.8223,0.0,0.0,0.0,0.028,0.0598
T0111838,2026-06-26,cross_border,latam,smb_retail,26.98,0.8321,0.1862,0.0,0.0,0.038,0.0351
T0111839,2026-06-11,domestic_credit,latam,enterprise_retail,18.21,0.2531,0.1293,0.0,0.0,0.031,0.0164
T0111840,2026-04-11,domestic_debit,north_america,smb_retail,10.03,0.0972,0.0,0.0,0.0,0.028,0.004
T0111841,2026-05-08,domestic_credit,europe,smb_retail,49.74,0.6567,0.3532,0.0,0.0,0.031,0.0448
T0111842,2026-05-11,domestic_credit,north_america,travel,32.73,0.4389,0.2324,0.0,0.0,0.031,0.0295
T0111843,2026-06-13,ecom_credit,europe,grocery_fuel,6.22,0.1139,0.046,0.0,0.0,0.026,0.0068
T0111844,2026-04-13,domestic_debit,apac,enterprise_retail,18.74,0.1424,0.0,0.0,0.0,0.028,0.0075
T0111845,2026-04-01,domestic_debit,latam,grocery_fuel,3.9,0.0653,0.0,0.0,0.0,0.028,0.0016
T0111846,2026-04-12,domestic_debit,europe,travel,124.97,0.6948,0.0,123.82,0.0,0.028,0.05
T0111847,2026-05-23,ecom_credit,north_america,travel,29.95,0.4722,0.2216,0.0,0.0,0.026,0.0329
T0111848,2026-05-03,domestic_credit,north_america,enterprise_retail,106.5,1.3832,0.7561,0.0,0.0,0.031,0.0958
T0111849,2026-04-07,domestic_debit,apac,grocery_fuel,10.61,0.1002,0.0,0.0,0.0,0.028,0.0042
T0111850,2026-04-08,domestic_credit,north_america,enterprise_retail,72.08,0.9426,0.5118,0.0,0.0,0.031,0.0649
T0111851,2026-04-29,domestic_debit,apac,restaurants,11.9,0.1069,0.0,0.0,0.0,0.028,0.0048
T0111852,2026-05-16,domestic_credit,north_america,smb_retail,25.17,0.3422,0.1787,0.0,0.0,0.031,0.0227
T0111853,2026-06-19,ecom_credit,europe,grocery_fuel,181.66,2.7631,1.3443,0.0,0.0,0.026,0.1998
T0111854,2026-06-12,ecom_credit,north_america,grocery_fuel,46.07,0.7157,0.3409,0.0,0.0,0.026,0.0507
T0111855,2026-06-05,domestic_credit,latam,digital_goods,6.12,0.0983,0.0435,0.0,0.0,0.031,0.0055
T0111856,2026-06-19,domestic_debit,north_america,grocery_fuel,8.75,0.0905,0.0,0.0,0.0,0.028,0.0035
T0111857,2026-04-03,domestic_debit,apac,enterprise_retail,33.33,0.2183,0.0,0.0,0.0,0.028,0.0133
T0111858,2026-04-29,domestic_debit,latam,restaurants,50.57,0.308,0.0,0.0,0.0,0.028,0.0202
T0111859,2026-05-25,domestic_credit,north_america,grocery_fuel,94.53,1.23,0.6712,0.0,0.0,0.031,0.0851
T0111860,2026-05-02,domestic_debit,north_america,grocery_fuel,35.72,0.2307,0.0,0.0,0.0,0.028,0.0143
T0111861,2026-06-10,domestic_debit,apac,enterprise_retail,18.97,0.1436,0.0,0.0,0.0,0.028,0.0076
T0111862,2026-04-13,domestic_credit,apac,grocery_fuel,4.36,0.0758,0.031,0.0,0.0,0.031,0.0039
T0111863,2026-04-16,domestic_credit,north_america,grocery_fuel,13.52,0.1931,0.096,0.0,0.0,0.031,0.0122
T0111864,2026-04-05,domestic_credit,europe,grocery_fuel,25.86,0.351,0.1836,0.0,0.0,0.031,0.0233
T0111865,2026-06-04,ecom_credit,apac,grocery_fuel,60.42,0.9323,0.4471,0.0,0.0,0.026,0.0665
T0111866,2026-06-09,ecom_credit,north_america,enterprise_retail,40.27,0.6281,0.298,0.0,0.0,0.026,0.0443
T0111867,2026-04-18,domestic_credit,europe,grocery_fuel,53.3,0.7022,0.3784,0.0,0.0,0.031,0.048
T0111868,2026-05-24,domestic_credit,apac,travel,23.35,0.3189,0.1658,0.0,0.0,0.031,0.021
T0111869,2026-05-22,domestic_credit,north_america,enterprise_retail,39.56,0.5264,0.2809,0.0,0.0,0.031,0.0356
T0111870,2026-05-23,domestic_credit,north_america,enterprise_retail,129.95,1.6834,0.9226,0.0,0.0,0.031,0.117
T0111871,2026-05-17,domestic_credit,europe,enterprise_retail,23.38,0.3193,0.166,0.0,0.0,0.031,0.021
T0111872,2026-06-30,domestic_credit,north_america,restaurants,21.43,0.2943,0.1522,0.0,0.0,0.031,0.0193
T0111873,2026-05-24,domestic_debit,north_america,travel,94.47,0.5362,0.0,0.0,0.0,0.028,0.0378
T0111874,2026-04-16,domestic_debit,latam,smb_retail,19.31,0.1454,0.0,0.0,0.0,0.028,0.0077
T0111875,2026-06-13,ecom_credit,north_america,grocery_fuel,9.05,0.1567,0.067,0.0,0.0,0.026,0.01
T0111876,2026-04-15,domestic_credit,europe,grocery_fuel,113.49,1.4727,0.8058,0.0,0.0,0.031,0.1021
T0111877,2026-04-03,domestic_debit,north_america,enterprise_retail,8.4,0.0887,0.0,0.0,0.0,0.028,0.0034
T0111878,2026-05-30,ecom_credit,apac,grocery_fuel,80.43,1.2345,0.5952,0.0,0.0,0.026,0.0885
T0111879,2026-05-21,domestic_credit,europe,enterprise_retail,17.74,0.2471,0.126,0.0,0.0,0.031,0.016
T0111880,2026-06-30,domestic_debit,north_america,enterprise_retail,7.84,0.0858,0.0,0.0,0.0,0.028,0.0031
T0111881,2026-05-03,domestic_debit,europe,smb_retail,4.03,0.066,0.0,0.0,0.0,0.028,0.0016
T0111882,2026-04-07,domestic_credit,north_america,smb_retail,9.74,0.1447,0.0692,0.0,0.0,0.031,0.0088
T0111883,2026-06-17,domestic_debit,apac,smb_retail,42.09,0.2639,0.0,0.0,0.0,0.028,0.0168
T0111884,2026-06-14,domestic_debit,latam,restaurants,3.13,0.0613,0.0,0.0,0.0,0.028,0.0013
T0111885,2026-04-23,domestic_debit,north_america,enterprise_retail,22.71,0.1631,0.0,0.0,0.0,0.028,0.0091
T0111886,2026-04-13,tap_to_pay,latam,restaurants,5.33,0.0769,0.0187,0.0,0.0,0.024,0.0032
T0111887,2026-05-20,domestic_credit,north_america,travel,108.98,1.4149,0.7738,0.0,0.0,0.031,0.0981
T0111888,2026-04-25,domestic_credit,europe,restaurants,59.38,0.7801,0.4216,0.0,0.0,0.031,0.0534
T0111889,2026-05-29,domestic_debit,europe,digital_goods,10.71,0.1007,0.0,0.0,0.0,0.028,0.0043
T0111890,2026-06-11,domestic_credit,north_america,smb_retail,12.7,0.1826,0.0902,0.0,0.0,0.031,0.0114
T0111891,2026-06-26,domestic_credit,apac,smb_retail,103.05,1.339,0.7317,0.0,0.0,0.031,0.0927
T0111892,2026-05-23,domestic_credit,north_america,travel,235.09,3.0292,1.6691,0.0,0.0,0.031,0.2116
T0111893,2026-05-22,ecom_credit,north_america,digital_goods,27.52,0.4356,0.2036,0.0,0.0,0.026,0.0303
T0111894,2026-05-03,domestic_credit,north_america,enterprise_retail,13.46,0.1923,0.0956,0.0,0.0,0.031,0.0121
T0111895,2026-06-25,domestic_credit,apac,smb_retail,1.58,0.0402,0.0112,0.0,0.0,0.031,0.0014
T0111896,2026-06-29,cross_border,europe,grocery_fuel,12.6,0.3993,0.0869,0.0,0.0,0.038,0.0164
T0111897,2026-04-14,ecom_credit,north_america,smb_retail,23.52,0.3752,0.174,0.0,0.0,0.026,0.0259
T0111898,2026-04-23,domestic_debit,apac,digital_goods,19.04,0.144,0.0,0.0,0.0,0.028,0.0076
T0111899,2026-05-24,ecom_credit,latam,restaurants,3.67,0.0754,0.0272,0.0,0.0,0.026,0.004
T0111900,2026-06-09,cross_border,north_america,digital_goods,20.16,0.6268,0.1391,0.0,0.0,0.038,0.0262
T0111901,2026-06-04,ecom_credit,apac,enterprise_retail,68.75,1.0581,0.5088,0.0,0.0,0.026,0.0756
T0111902,2026-05-03,domestic_credit,north_america,enterprise_retail,33.12,0.4439,0.2352,0.0,0.0,0.031,0.0298
T0111903,2026-06-11,ecom_credit,europe,smb_retail,37.23,0.5822,0.2755,0.0,0.0,0.026,0.041
T0111904,2026-04-23,domestic_credit,north_america,travel,132.01,1.7097,0.9373,0.0,0.0,0.031,0.1188
T0111905,2026-04-21,tap_to_pay,latam,smb_retail,14.67,0.1591,0.0513,0.0,0.0,0.024,0.0088
T0111906,2026-04-19,domestic_credit,europe,enterprise_retail,34.05,0.4558,0.2418,0.0,0.0,0.031,0.0306
T0111907,2026-04-20,domestic_debit,north_america,restaurants,8.88,0.0912,0.0,0.0,0.0,0.028,0.0036
T0111908,2026-06-12,cross_border,north_america,travel,665.5,20.0515,4.5919,0.0,0.0,0.038,0.8651
T0111909,2026-06-09,cross_border,north_america,restaurants,211.44,6.3843,1.4589,0.0,0.0,0.038,0.2749
T0111910,2026-05-01,ecom_credit,apac,grocery_fuel,27.88,0.441,0.2063,0.0,0.0,0.026,0.0307
T0111911,2026-04-17,domestic_debit,europe,digital_goods,18.05,0.1389,0.0,0.0,0.0,0.028,0.0072
T0111912,2026-05-20,domestic_credit,north_america,digital_goods,52.09,0.6868,0.3698,0.0,0.0,0.031,0.0469
T0111913,2026-06-07,domestic_debit,europe,grocery_fuel,5.79,0.0751,0.0,0.0,0.0,0.028,0.0023
T0111914,2026-06-28,cross_border,north_america,enterprise_retail,223.89,6.7591,1.5448,0.0,0.0,0.038,0.2911
T0111915,2026-04-28,tap_to_pay,north_america,smb_retail,20.66,0.2118,0.0723,0.0,0.0,0.024,0.0124
T0111916,2026-04-05,domestic_debit,europe,enterprise_retail,85.6,0.4901,0.0,0.0,0.0,0.028,0.0342
T0111917,2026-04-04,domestic_debit,north_america,smb_retail,10.84,0.1014,0.0,0.0,0.0,0.028,0.0043
T0111918,2026-06-07,domestic_debit,apac,digital_goods,17.66,0.1368,0.0,0.0,0.0,0.028,0.0071
T0111919,2026-05-22,domestic_credit,apac,smb_retail,27.29,0.3693,0.1938,0.0,0.0,0.031,0.0246
T0111920,2026-04-05,ecom_credit,latam,smb_retail,6.19,0.1135,0.0458,0.0,0.0,0.026,0.0068
T0111921,2026-06-02,ecom_credit,north_america,smb_retail,21.39,0.343,0.1583,0.0,0.0,0.026,0.0235
T0111922,2026-05-25,ecom_credit,north_america,enterprise_retail,17.69,0.2871,0.1309,0.0,0.0,0.026,0.0195
T0111923,2026-05-11,ecom_credit,europe,restaurants,7.63,0.1352,0.0565,0.0,0.0,0.026,0.0084
T0111924,2026-04-12,tap_to_pay,north_america,enterprise_retail,46.07,0.4354,0.1612,0.0,0.0,0.024,0.0276
T0111925,2026-05-18,domestic_debit,north_america,digital_goods,22.01,0.1595,0.0,0.0,0.0,0.028,0.0088
T0111926,2026-04-08,domestic_debit,north_america,enterprise_retail,12.09,0.1079,0.0,0.0,0.0,0.028,0.0048
T0111927,2026-05-15,domestic_debit,europe,smb_retail,45.87,0.2835,0.0,0.0,0.0,0.028,0.0183
T0111928,2026-04-27,domestic_credit,latam,smb_retail,19.74,0.2727,0.1402,0.0,0.0,0.031,0.0178
T0111929,2026-05-08,domestic_debit,latam,grocery_fuel,26.56,0.1831,0.0,0.0,0.0,0.028,0.0106
T0111930,2026-05-02,domestic_credit,north_america,travel,67.93,0.8895,0.4823,0.0,0.0,0.031,0.0611
T0111931,2026-06-23,domestic_credit,europe,travel,16.91,0.2364,0.1201,0.0,0.0,0.031,0.0152
T0111932,2026-05-01,ecom_credit,north_america,enterprise_retail,76.56,1.1761,0.5665,0.0,0.0,0.026,0.0842
T0111933,2026-04-12,domestic_debit,north_america,smb_retail,21.21,0.1553,0.0,0.0,0.0,0.028,0.0085
T0111934,2026-05-02,domestic_debit,apac,smb_retail,22.46,0.1618,0.0,0.0,0.0,0.028,0.009
T0111935,2026-06-15,ecom_credit,north_america,enterprise_retail,107.36,1.6411,0.7945,0.0,0.0,0.026,0.1181
T0111936,2026-05-18,domestic_credit,north_america,digital_goods,19.79,0.2733,0.1405,0.0,0.0,0.031,0.0178
T0111937,2026-05-01,ecom_credit,north_america,smb_retail,14.1,0.2329,0.1043,0.0,0.0,0.026,0.0155
T0111938,2026-04-28,tap_to_pay,latam,enterprise_retail,11.03,0.1271,0.0386,0.0,0.0,0.024,0.0066
T0111939,2026-04-28,ecom_credit,north_america,grocery_fuel,18.57,0.3004,0.1374,0.0,0.0,0.026,0.0204
T0111940,2026-06-05,domestic_debit,latam,enterprise_retail,56.8,0.3404,0.0,0.0,0.0,0.028,0.0227
T0111941,2026-04-14,domestic_debit,north_america,travel,51.52,0.3129,0.0,0.0,0.0,0.028,0.0206
T0111942,2026-05-02,domestic_credit,north_america,smb_retail,69.2,0.9058,0.4913,0.0,0.0,0.031,0.0623
T0111943,2026-06-03,cross_border,north_america,grocery_fuel,15.62,0.4902,0.1078,0.0,0.0,0.038,0.0203
T0111944,2026-05-29,domestic_debit,apac,smb_retail,10.93,0.1018,0.0,0.0,0.0,0.028,0.0044
T0111945,2026-06-27,domestic_debit,europe,enterprise_retail,47.13,0.2901,0.0,0.0,0.0,0.028,0.0189
T0111946,2026-04-03,domestic_credit,north_america,digital_goods,13.04,0.1869,0.0926,0.0,0.0,0.031,0.0117
T0111947,2026-04-18,ecom_credit,north_america,travel,13.73,0.2273,0.1016,0.0,0.0,0.026,0.0151
T0111948,2026-06-16,domestic_credit,north_america,restaurants,14.55,0.2062,0.1033,0.0,0.0,0.031,0.0131
T0111949,2026-06-18,cross_border,latam,smb_retail,13.37,0.4224,0.0923,0.0,0.0,0.038,0.0174
T0111950,2026-05-15,domestic_debit,north_america,smb_retail,130.56,0.7239,0.0,0.0,0.0,0.028,0.0522
T0111951,2026-04-01,ecom_credit,europe,grocery_fuel,9.53,0.1639,0.0705,0.0,0.0,0.026,0.0105
T0111952,2026-04-29,tap_to_pay,apac,enterprise_retail,44.31,0.4199,0.1551,0.0,0.0,0.024,0.0266
T0111953,2026-06-30,domestic_credit,north_america,restaurants,19.5,0.2696,0.1385,0.0,0.0,0.031,0.0175
T0111954,2026-05-13,tap_to_pay,apac,enterprise_retail,8.55,0.1052,0.0299,0.0,0.0,0.024,0.0051
T0111955,2026-05-24,domestic_debit,north_america,enterprise_retail,47.7,0.293,0.0,0.0,0.0,0.028,0.0191
T0111956,2026-06-21,cross_border,north_america,enterprise_retail,185.1,5.5915,1.2772,0.0,0.0,0.038,0.2406
T0111957,2026-06-01,cross_border,north_america,travel,435.79,13.1373,3.007,0.0,0.0,0.038,0.5665
T0111958,2026-06-25,tap_to_pay,north_america,enterprise_retail,8.25,0.1026,0.0289,0.0,0.0,0.024,0.0049
T0111959,2026-04-25,domestic_credit,apac,grocery_fuel,28.09,0.3796,0.1994,0.0,0.0,0.031,0.0253
T0111960,2026-06-13,domestic_debit,apac,restaurants,9.48,0.0943,0.0,0.0,0.0,0.028,0.0038
T0111961,2026-04-26,domestic_debit,apac,smb_retail,10.4,0.0991,0.0,0.0,0.0,0.028,0.0042
T0111962,2026-05-01,ecom_credit,north_america,enterprise_retail,10.89,0.1844,0.0806,0.0,0.0,0.026,0.012
T0111963,2026-05-15,domestic_debit,europe,grocery_fuel,35.89,0.2316,0.0,0.0,0.0,0.028,0.0144
T0111964,2026-06-12,domestic_debit,north_america,grocery_fuel,4.62,0.069,0.0,0.0,0.0,0.028,0.0018
T0111965,2026-04-26,domestic_debit,europe,digital_goods,3.18,0.0615,0.0,0.0,0.0,0.028,0.0013
T0111966,2026-06-14,domestic_debit,europe,smb_retail,24.89,0.1744,0.0,0.0,0.0,0.028,0.01
T0111967,2026-04-03,domestic_debit,latam,grocery_fuel,8.32,0.0883,0.0,0.0,0.0,0.028,0.0033
