settlement_id,txn_ref,settle_date,gross_usd,interchange,scheme_fee,net_usd
STL041827,TXN041827,2026-06-05,443.4,8.75,0.62,434.03
STL013343,TXN013343,2026-06-04,174.12,2.66,0.23,171.23
STL014893,TXN014893,2026-06-14,596.46,11.73,0.84,583.89
STL038642,TXN038642,2026-06-04,171.99,2.02,0.22,169.75
STL030251,TXN030251,2026-06-03,350.63,6.94,0.49,343.2
STL016639,TXN016639,2026-06-05,44.51,0.83,0.06,43.62
STL040074,TXN040074,2026-06-12,586.99,11.55,0.82,574.62
STL033647,TXN033647,2026-06-14,440.47,8.69,0.62,431.16
STL028803,TXN028803,2026-06-02,99.95,1.26,0.13,98.56
STL004738,TXN004738,2026-06-15,492.06,9.7,0.69,481.67
STL013058,TXN013058,2026-06-03,28.26,0.51,0.04,27.71
STL020379,TXN020379,2026-06-05,181.54,2.12,0.24,179.18
STL026770,TXN026770,2026-06-06,38.38,0.93,0.42,37.03
STL014227,TXN014227,2026-06-06,37.74,0.72,0.05,36.97
STL046743,TXN046743,2026-06-02,167.48,3.37,0.23,163.88
STL002508,TXN002508,2026-06-05,365.51,7.23,0.51,357.77
STL041620,TXN041620,2026-06-08,20.09,0.49,0.03,19.57
STL010402,TXN010402,2026-06-06,95.11,1.21,0.12,93.78
STL023409,TXN023409,2026-06-05,58.2,0.82,0.08,57.3
STL020813,TXN020813,2026-06-09,373.12,6.26,0.52,366.34
STL900029,TXN900029,2026-06-13,682.89,14.78,7.51,660.6
STL035264,TXN035264,2026-06-04,191.7,2.22,0.25,189.23
STL001114,TXN001114,2026-06-06,153.04,2.36,0.2,150.48
STL024900,TXN024900,2026-06-09,440.87,7.37,0.62,432.88
STL032764,TXN032764,2026-06-13,20.49,0.44,0.03,20.02
STL010768,TXN010768,2026-06-07,26.64,0.62,0.04,25.98
STL017954,TXN017954,2026-06-13,142.57,1.71,0.19,140.67
STL041886,TXN041886,2026-06-14,37.38,0.72,0.05,36.61
STL002356,TXN002356,2026-06-08,397.37,6.66,0.56,390.15
STL021901,TXN021901,2026-06-15,13.89,0.36,0.02,13.51
STL019739,TXN019739,2026-06-11,118.39,1.88,0.15,116.36
STL037877,TXN037877,2026-06-08,314.18,5.28,0.44,308.46
STL022990,TXN022990,2026-06-08,21.99,0.53,0.03,21.43
STL006334,TXN006334,2026-06-05,210.77,2.42,0.27,208.08
STL035718,TXN035718,2026-06-05,208.04,4.16,0.29,203.59
STL011859,TXN011859,2026-06-02,25.22,0.47,0.03,24.72
STL001713,TXN001713,2026-06-12,90.61,1.16,0.12,89.33
STL006556,TXN006556,2026-06-07,32.75,0.74,0.05,31.96
STL014728,TXN014728,2026-06-06,208.23,2.4,0.27,205.56
STL047883,TXN047883,2026-06-09,321.04,6.36,0.45,314.23
STL003176,TXN003176,2026-06-04,511.17,10.07,0.72,500.38
STL006771,TXN006771,2026-06-11,300.52,5.06,0.42,295.04
STL009656,TXN009656,2026-06-12,248.76,4.2,0.35,244.21
STL001001,TXN001001,2026-06-10,62.19,0.86,0.08,61.25
STL030553,TXN030553,2026-06-03,115.6,1.42,0.15,114.03
STL010764,TXN010764,2026-06-10,23.65,0.46,0.03,23.16
STL030436,TXN030436,2026-06-14,25.39,0.52,0.04,24.83
STL034986,TXN034986,2026-06-13,338.18,5.68,0.47,332.03
STL007001,TXN007001,2026-06-14,362.23,7.16,0.51,354.56
STL039427,TXN039427,2026-06-09,56.49,0.8,0.07,55.62
STL004455,TXN004455,2026-06-14,72.42,0.97,0.09,71.36
STL034428,TXN034428,2026-06-15,211.63,3.59,0.3,207.74
STL012815,TXN012815,2026-06-04,17.81,0.39,0.02,17.4
STL028028,TXN028028,2026-06-02,469.19,7.84,0.66,460.69
STL002383,TXN002383,2026-06-06,13.26,0.41,0.02,12.83
STL047519,TXN047519,2026-06-10,239.0,3.57,0.31,235.12
STL031385,TXN031385,2026-06-12,115.64,1.42,0.15,114.07
STL040598,TXN040598,2026-06-12,62.63,1.13,0.09,61.41
STL047508,TXN047508,2026-06-12,260.76,3.87,0.34,256.55
STL020574,TXN020574,2026-06-03,39.71,0.76,0.06,38.89
STL027897,TXN027897,2026-06-14,49.67,1.07,0.07,48.53
STL004473,TXN004473,2026-06-13,167.75,2.87,0.23,164.65
STL034339,TXN034339,2026-06-06,197.78,2.29,0.26,195.23
STL022864,TXN022864,2026-06-04,45.74,0.69,0.06,44.99
STL016866,TXN016866,2026-06-07,275.44,4.64,0.39,270.41
STL026208,TXN026208,2026-06-03,74.46,0.99,0.1,73.37
STL000806,TXN000806,2026-06-07,56.8,0.81,0.07,55.92
STL038775,TXN038775,2026-06-13,180.61,2.11,0.23,178.27
STL032637,TXN032637,2026-06-10,335.8,5.64,0.47,329.69
STL026080,TXN026080,2026-06-14,95.2,1.21,0.12,93.87
STL035016,TXN035016,2026-06-12,84.38,1.49,0.12,82.77
STL047346,TXN047346,2026-06-04,45.33,0.69,0.06,44.58
STL045790,TXN045790,2026-06-10,58.57,1.24,0.08,57.25
STL017676,TXN017676,2026-06-11,226.15,3.83,0.32,222.0
STL023538,TXN023538,2026-06-13,367.97,6.17,0.52,361.28
STL028927,TXN028927,2026-06-08,86.04,1.11,0.11,84.82
STL033970,TXN033970,2026-06-08,465.7,7.78,0.65,457.27
STL023891,TXN023891,2026-06-10,181.08,2.11,0.24,178.73
STD019910,TXN019910,2026-06-13,566.35,11.14,0.79,554.42
STL040658,TXN040658,2026-06-08,286.26,4.82,0.4,281.04
STL013399,TXN013399,2026-06-13,110.25,1.37,0.14,108.74
STL022204,TXN022204,2026-06-05,815.3,17.63,8.97,788.7
STL000862,TXN000862,2026-06-14,624.66,13.53,6.87,604.26
STL019111,TXN019111,2026-06-09,446.92,7.47,0.63,438.82
STL024589,TXN024589,2026-06-07,595.77,12.91,6.55,576.31
STL012912,TXN012912,2026-06-06,88.76,1.14,0.12,87.5
STL036920,TXN036920,2026-06-13,180.8,2.11,0.24,178.45
STL046779,TXN046779,2026-06-08,106.85,1.72,0.14,104.99
STL006913,TXN006913,2026-06-08,74.08,0.99,0.1,72.99
STL026316,TXN026316,2026-06-02,88.89,1.14,0.12,87.63
STL041116,TXN041116,2026-06-04,439.36,8.67,0.62,430.07
STL042123,TXN042123,2026-06-10,155.13,2.39,0.2,152.54
STL016363,TXN016363,2026-06-14,375.11,7.41,0.53,367.17
STL028351,TXN028351,2026-06-07,439.03,8.66,0.61,429.76
STL047763,TXN047763,2026-06-04,238.73,4.04,0.33,234.36
STL036682,TXN036682,2026-06-11,198.65,3.38,0.28,194.99
STL000989,TXN000989,2026-06-06,9.7,0.31,0.01,9.38
STL022841,TXN022841,2026-06-12,158.05,1.87,0.21,155.97
STL033388,TXN033388,2026-06-13,287.51,5.71,0.4,281.4
STL013392,TXN013392,2026-06-10,749.73,16.22,8.25,725.26
STL025267,TXN025267,2026-06-09,222.92,3.78,0.31,218.83
STL006074,TXN006074,2026-06-09,145.81,1.74,0.19,143.88
STL019704,TXN019704,2026-06-06,320.8,5.39,0.45,314.96
STL032038,TXN032038,2026-06-07,149.55,1.78,0.19,147.58
STL011885,TXN011885,2026-06-07,150.17,1.79,0.2,148.18
STL018779,TXN018779,2026-06-05,46.35,0.7,0.06,45.59
STL043423,TXN043423,2026-06-04,172.03,2.63,0.22,169.18
STL007718,TXN007718,2026-06-02,218.9,2.51,0.28,216.11
STL022759,TXN022759,2026-06-15,582.77,11.46,0.82,570.49
STL004165,TXN004165,2026-06-09,148.74,1.77,0.19,146.78
STL010502,TXN010502,2026-06-08,196.85,4.33,2.17,190.35
STL029308,TXN029308,2026-06-02,367.03,7.26,0.51,359.26
STL042962,TXN042962,2026-06-09,352.12,6.97,0.49,344.66
STL011032,TXN011032,2026-06-04,189.55,2.87,0.25,186.43
STL032800,TXN032800,2026-06-03,147.58,1.76,0.19,145.63
STL041191,TXN041191,2026-06-04,590.26,11.61,0.83,577.82
STL048222,TXN048222,2026-06-14,92.72,1.18,0.12,91.42
STL025707,TXN025707,2026-06-15,367.28,6.16,0.51,360.61
STL029140,TXN029140,2026-06-14,100.68,1.63,0.13,98.92
STL000839,TXN000839,2026-06-05,98.14,1.24,0.13,96.77
STL000290,TXN000290,2026-06-10,382.07,8.31,4.2,369.56
STL025623,TXN025623,2026-06-12,41.12,0.8,0.05,40.27
STL029166,TXN029166,2026-06-07,136.47,1.64,0.18,134.65
STL049383,TXN049383,2026-06-03,151.65,1.8,0.2,149.65
STL026142,TXN026142,2026-06-06,294.42,4.34,0.38,289.7
STL033397,TXN033397,2026-06-07,457.84,7.65,0.64,449.55
STL028261,TXN028261,2026-06-02,30.91,0.53,0.04,30.34
STL049836,TXN049836,2026-06-14,345.13,8.1,0.48,336.55
STL001615,TXN001615,2026-06-09,415.17,6.95,0.58,407.64
STL022274,TXN022274,2026-06-02,138.81,1.67,0.18,136.96
STL042234,TXN042234,2026-06-07,160.65,2.75,0.22,157.68
STL043621,TXN043621,2026-06-13,80.16,1.42,0.11,78.63
STL006932,TXN006932,2026-06-11,174.59,2.98,0.24,171.37
STL029089,TXN029089,2026-06-04,626.89,13.58,6.9,606.41
STL046489,TXN046489,2026-06-07,165.42,1.95,0.22,163.25
STL021361,TXN021361,2026-06-13,68.43,0.93,0.09,67.41
STL047869,TXN047869,2026-06-08,200.22,4.4,2.2,193.62
STL000838,TXN000838,2026-06-08,92.8,1.63,0.13,91.04
STL025687,TXN025687,2026-06-02,138.69,1.67,0.18,136.84
STL000028,TXN000028,2026-06-04,586.22,11.53,0.82,573.87
STL022516,TXN022516,2026-06-13,195.22,2.26,0.25,192.71
STL023209,TXN023209,2026-06-14,225.82,3.83,0.32,221.67
STL009127,TXN009127,2026-06-13,258.07,5.13,0.36,252.58
STL040885,TXN040885,2026-06-06,114.83,1.42,0.15,113.26
STL015630,TXN015630,2026-06-07,420.56,7.04,0.59,412.93
STL011383,TXN011383,2026-06-12,42.75,1.02,0.47,41.26
STL029005,TXN029005,2026-06-08,638.53,12.55,0.89,625.09
STL006902,TXN006902,2026-06-07,176.89,3.55,0.25,173.09
STL014917,TXN014917,2026-06-04,40.88,0.79,0.05,40.04
STL029094,TXN029094,2026-06-03,134.18,1.62,0.17,132.39
STL015302,TXN015302,2026-06-04,55.27,0.79,0.07,54.41
STL044145,TXN044145,2026-06-12,616.04,12.11,0.86,603.07
STL040541,TXN040541,2026-06-03,737.54,15.96,8.11,713.47
STL013519,TXN013519,2026-06-02,79.01,1.33,0.1,77.58
STL031886,TXN031886,2026-06-10,156.34,2.41,0.2,153.73
STL031818,TXN031818,2026-06-14,744.1,16.1,8.19,719.81
STL027827,TXN027827,2026-06-06,178.72,2.09,0.23,176.4
STL000606,TXN000606,2026-06-09,132.57,2.08,0.17,130.32
STL047576,TXN047576,2026-06-13,54.16,1.16,0.08,52.92
STL003610,TXN003610,2026-06-05,247.55,5.42,2.72,239.41
STL025263,TXN025263,2026-06-10,415.15,8.2,0.58,406.37
STL002403,TXN002403,2026-06-13,142.35,2.21,0.19,139.95
STL035003,TXN035003,2026-06-07,162.88,1.92,0.21,160.75
STL033147,TXN033147,2026-06-09,132.8,1.6,0.17,131.03
STL011284,TXN011284,2026-06-02,31.21,0.54,0.04,30.63
STL015664,TXN015664,2026-06-10,423.51,7.09,0.59,415.83
STL009816,TXN009816,2026-06-02,625.14,13.54,6.88,604.72
STL031740,TXN031740,2026-06-11,29.0,0.63,0.04,28.33
STL030108,TXN030108,2026-06-03,478.76,8.0,0.67,470.09
STL007627,TXN007627,2026-06-10,217.63,2.5,0.28,214.85
STL006428,TXN006428,2026-06-10,21.43,0.44,0.03,20.96
STL009573,TXN009573,2026-06-14,579.65,11.4,0.81,567.44
STL012196,TXN012196,2026-06-09,475.05,7.94,0.67,466.44
STL049719,TXN049719,2026-06-09,217.24,2.49,0.28,214.47
STL035587,TXN035587,2026-06-12,63.18,1.33,0.09,61.76
STL037522,TXN037522,2026-06-13,176.36,2.06,0.23,174.07
STL035768,TXN035768,2026-06-10,854.65,18.47,9.4,826.78
STL002903,TXN002903,2026-06-08,40.32,0.63,0.05,39.64
STL019347,TXN019347,2026-06-09,174.4,2.66,0.23,171.51
STL045372,TXN045372,2026-06-10,216.04,2.48,0.28,213.28
STL016911,TXN016911,2026-06-05,183.72,2.14,0.24,181.34
STL040622,TXN040622,2026-06-04,153.58,1.82,0.2,151.56
STL003074,TXN003074,2026-06-07,519.83,11.28,5.72,502.83
STL000083,TXN000083,2026-06-11,149.72,1.78,0.19,147.75
STL013318,TXN013318,2026-06-02,168.18,2.87,0.24,165.07
STL009860,TXN009860,2026-06-07,48.45,1.14,0.53,46.78
STL044639,TXN044639,2026-06-13,304.51,5.12,0.43,298.96
STL014622,TXN014622,2026-06-10,616.06,12.11,0.86,603.09
STL015859,TXN015859,2026-06-09,56.45,0.8,0.07,55.58
STL024884,TXN024884,2026-06-13,134.1,2.98,1.48,129.64
STL006551,TXN006551,2026-06-12,433.3,8.55,0.61,424.14
STL030057,TXN030057,2026-06-04,145.17,1.73,0.19,143.25
STL044711,TXN044711,2026-06-13,483.36,9.53,0.68,473.15
STL020626,TXN020626,2026-06-08,210.8,3.58,0.3,206.92
STL002277,TXN002277,2026-06-15,174.95,2.05,0.23,172.67
STL042191,TXN042191,2026-06-07,313.06,5.27,0.44,307.35
STL031393,TXN031393,2026-06-09,193.6,2.24,0.25,191.11
STL044824,TXN044824,2026-06-11,51.41,0.75,0.07,50.59
STL001203,TXN001203,2026-06-10,130.96,1.59,0.17,129.2
STL021562,TXN021562,2026-06-12,213.08,4.26,0.3,208.52
STL027662,TXN027662,2026-06-13,401.21,6.72,0.56,393.93
STL006197,TXN006197,2026-06-12,197.66,3.95,0.28,193.43
STL012832,TXN012832,2026-06-13,222.11,3.33,0.29,218.49
STL009198,TXN009198,2026-06-14,142.13,2.45,0.2,139.48
STL030093,TXN030093,2026-06-14,235.89,3.52,0.31,232.06
STL023301,TXN023301,2026-06-02,24.79,0.51,0.03,24.25
STL017062,TXN017062,2026-06-13,614.36,12.08,0.86,601.42
STL022846,TXN022846,2026-06-11,560.6,12.15,6.17,542.28
STL015713,TXN015713,2026-06-07,106.65,1.33,0.14,105.18
STL011241,TXN011241,2026-06-03,324.03,7.07,3.56,313.4
STL000641,TXN000641,2026-06-11,336.0,5.64,0.47,329.89
STL020386,TXN020386,2026-06-14,135.79,2.75,0.19,132.85
STL009637,TXN009637,2026-06-05,443.08,7.41,0.62,435.05
STL019047,TXN019047,2026-06-15,472.13,7.89,0.66,463.58
STL010670,TXN010670,2026-06-07,291.26,4.91,0.41,285.94
STL011670,TXN011670,2026-06-06,840.44,18.17,9.24,813.03
STL002012,TXN002012,2026-06-05,115.78,1.84,0.15,113.79
STL010011,TXN010011,2026-06-02,99.61,1.26,0.13,98.22
STL046233,TXN046233,2026-06-02,249.08,3.71,0.32,245.05
STL047143,TXN047143,2026-06-05,798.87,17.28,8.79,772.8
STL041556,TXN041556,2026-06-02,172.63,2.02,0.22,170.39
STL007148,TXN007148,2026-06-13,177.89,2.08,0.23,175.58
STL017016,TXN017016,2026-06-09,113.29,1.4,0.15,111.74
STL037897,TXN037897,2026-06-15,141.34,2.43,0.2,138.71
STL033153,TXN033153,2026-06-07,352.16,5.91,0.49,345.76
STL001783,TXN001783,2026-06-03,68.93,1.19,0.09,67.65
STL022219,TXN022219,2026-06-11,106.35,1.71,0.14,104.5
STL014280,TXN014280,2026-06-02,285.6,4.81,0.4,280.39
STL047638,TXN047638,2026-06-10,146.73,2.79,0.19,143.75
STL005756,TXN005756,2026-06-11,229.33,4.57,0.32,224.44
STL029384,TXN029384,2026-06-02,41.44,0.65,0.05,40.74
STL040865,TXN040865,2026-06-02,390.77,7.72,0.55,382.5
STL030554,TXN030554,2026-06-15,185.66,2.16,0.24,183.26
STL019471,TXN019471,2026-06-09,150.79,1.79,0.2,148.8
STL034264,TXN034264,2026-06-13,63.8,1.11,0.08,62.61
STL044053,TXN044053,2026-06-05,885.99,19.15,9.75,857.09
STL041400,TXN041400,2026-06-14,218.86,3.71,0.31,214.84
STL013091,TXN013091,2026-06-09,590.57,11.62,0.83,578.12
STL012976,TXN012976,2026-06-06,134.2,1.62,0.17,132.41
STL048840,TXN048840,2026-06-11,504.41,9.94,0.71,493.76
STL017909,TXN017909,2026-06-09,42.85,0.66,0.06,42.13
STL046585,TXN046585,2026-06-11,92.43,1.18,0.12,91.13
STL043782,TXN043782,2026-06-09,177.25,3.02,0.25,173.98
STL026211,TXN026211,2026-06-09,94.53,1.54,0.12,92.87
STL020821,TXN020821,2026-06-11,880.03,19.02,9.68,851.33
STL030441,TXN030441,2026-06-05,367.52,6.16,0.51,360.85
STL007577,TXN007577,2026-06-07,306.4,6.07,0.43,299.9
STL042296,TXN042296,2026-06-02,470.45,9.27,0.66,460.52
STL028539,TXN028539,2026-06-03,119.84,2.08,0.17,117.59
STL034077,TXN034077,2026-06-13,279.4,5.55,0.39,273.46
STL021704,TXN021704,2026-06-06,284.7,4.8,0.4,279.5
STL047794,TXN047794,2026-06-11,56.39,0.8,0.07,55.52
STL038579,TXN038579,2026-06-05,219.45,3.29,0.29,215.87
STL013837,TXN013837,2026-06-11,203.29,4.06,0.28,198.95
STL015564,TXN015564,2026-06-03,169.06,1.99,0.22,166.85
STL028867,TXN028867,2026-06-14,582.23,11.45,0.82,569.96
STL038803,TXN038803,2026-06-05,85.59,1.42,0.11,84.06
STL023675,TXN023675,2026-06-05,73.4,1.31,0.1,71.99
STL023015,TXN023015,2026-06-02,420.53,10.23,0.59,409.71
STL042219,TXN042219,2026-06-05,166.89,3.69,1.84,161.36
STL028496,TXN028496,2026-06-10,49.0,0.72,0.06,48.22
STL021129,TXN021129,2026-06-12,97.14,1.23,0.13,95.78
STL038646,TXN038646,2026-06-03,178.45,2.08,0.23,176.14
STL000312,TXN000312,2026-06-06,230.71,3.91,0.32,226.48
STL012915,TXN012915,2026-06-06,262.36,5.74,2.89,253.73
STL001845,TXN001845,2026-06-15,242.42,4.83,0.34,237.25
STL000023,TXN000023,2026-06-13,179.51,2.09,0.23,177.19
STL047960,TXN047960,2026-06-05,161.35,2.48,0.21,158.66
STL007428,TXN007428,2026-06-05,71.77,1.28,0.1,70.39
STL006482,TXN006482,2026-06-06,186.66,2.17,0.24,184.25
STL037531,TXN037531,2026-06-04,364.15,7.64,0.51,356.0
STL030020,TXN030020,2026-06-12,300.72,5.96,0.42,294.34
STL009628,TXN009628,2026-06-14,289.34,4.87,0.41,284.06
STL042907,TXN042907,2026-06-07,450.77,7.54,0.63,442.6
STL024903,TXN024903,2026-06-11,390.68,6.55,0.55,383.58
STL026443,TXN026443,2026-06-10,84.35,1.49,0.12,82.74
STL026520,TXN026520,2026-06-03,203.24,2.34,0.26,200.64
STL018405,TXN018405,2026-06-06,62.95,0.87,0.08,62.0
STL026707,TXN026707,2026-06-04,23.95,0.46,0.03,23.46
STL014261,TXN014261,2026-06-12,44.15,0.67,0.06,43.42
STL023100,TXN023100,2026-06-02,126.55,2.19,0.18,124.18
STL014832,TXN014832,2026-06-08,232.63,3.48,0.3,228.85
STL047010,TXN047010,2026-06-10,72.08,1.51,0.1,70.47
STL031607,TXN031607,2026-06-09,131.15,1.59,0.17,129.39
STL029927,TXN029927,2026-06-10,357.27,7.07,0.5,349.7
STL047824,TXN047824,2026-06-07,52.55,0.76,0.07,51.72
STL013093,TXN013093,2026-06-07,168.87,1.98,0.22,166.67
STL008251,TXN008251,2026-06-04,21.17,0.43,0.03,20.71
STL017231,TXN017231,2026-06-04,466.09,9.19,0.65,456.25
STL013125,TXN013125,2026-06-09,386.47,6.48,0.54,379.45
STL010281,TXN010281,2026-06-10,518.23,10.21,0.73,507.29
STL013845,TXN013845,2026-06-08,301.77,5.08,0.42,296.27
STL011339,TXN011339,2026-06-03,312.56,6.82,3.44,302.3
STL047839,TXN047839,2026-06-14,116.94,2.03,0.16,114.75
STL002568,TXN002568,2026-06-04,149.56,3.02,0.21,146.33
STL007955,TXN007955,2026-06-05,77.04,1.02,0.1,75.92
STL035510,TXN035510,2026-06-12,159.39,3.53,1.75,154.11
STL035844,TXN035844,2026-06-05,199.38,2.3,0.26,196.82
STL024682,TXN024682,2026-06-12,173.7,2.97,0.24,170.49
STL003298,TXN003298,2026-06-13,473.94,7.92,0.66,465.36
STL034887,TXN034887,2026-06-07,199.24,3.39,0.28,195.57
STL006870,TXN006870,2026-06-06,163.79,1.93,0.21,161.65
STL017844,TXN017844,2026-06-08,94.23,1.2,0.12,92.91
STL033815,TXN033815,2026-06-03,118.98,2.42,0.17,116.39
STL041311,TXN041311,2026-06-03,206.36,2.38,0.27,203.71
STL009018,TXN009018,2026-06-09,72.93,0.98,0.09,71.86
STL025320,TXN025320,2026-06-10,735.39,15.91,8.09,711.39
STL035324,TXN035324,2026-06-14,115.3,1.42,0.15,113.73
STL009669,TXN009669,2026-06-03,343.8,5.77,0.48,337.55
STL046177,TXN046177,2026-06-04,70.38,0.95,0.09,69.34
STL043739,TXN043739,2026-06-12,551.55,10.86,0.77,539.92
STL006965,TXN006965,2026-06-08,35.66,0.8,0.05,34.81
STL013638,TXN013638,2026-06-04,193.8,2.24,0.25,191.31
STL011940,TXN011940,2026-06-13,182.56,3.11,0.26,179.19
STL039544,TXN039544,2026-06-02,538.04,11.67,5.92,520.45
STL000635,TXN000635,2026-06-04,464.96,7.77,0.65,456.54
STL035937,TXN035937,2026-06-07,47.78,0.89,0.07,46.82
STL046423,TXN046423,2026-06-02,450.88,7.54,0.63,442.71
STL006281,TXN006281,2026-06-10,117.28,2.39,0.16,114.73
STL035139,TXN035139,2026-06-05,48.8,0.9,0.06,47.84
STL034178,TXN034178,2026-06-05,194.75,2.25,0.25,192.25
STL027920,TXN027920,2026-06-05,196.67,2.97,0.26,193.44
STL014124,TXN014124,2026-06-13,347.1,5.83,0.49,340.78
STL007850,TXN007850,2026-06-05,164.33,1.94,0.21,162.18
STL029098,TXN029098,2026-06-11,772.13,16.7,8.49,746.94
STL012433,TXN012433,2026-06-02,121.52,1.92,0.16,119.44
STL012987,TXN012987,2026-06-12,233.91,2.4,0.27,231.24
STL007426,TXN007426,2026-06-07,110.98,1.38,0.14,109.46
STL045208,TXN045208,2026-06-04,258.34,5.14,0.36,252.84
STL039384,TXN039384,2026-06-06,86.05,1.11,0.11,84.83
STL000601,TXN000601,2026-06-02,154.31,2.38,0.2,151.73
STL000328,TXN000328,2026-06-05,416.82,6.98,0.58,409.26
STL023118,TXN023118,2026-06-07,203.13,2.34,0.26,200.53
STL004983,TXN004983,2026-06-09,139.65,1.68,0.18,137.79
STL020108,TXN020108,2026-06-04,120.26,1.9,0.16,118.2
STL004517,TXN004517,2026-06-10,458.84,7.67,0.64,450.53
STL028629,TXN028629,2026-06-13,73.66,1.54,0.1,72.02
STL010399,TXN010399,2026-06-06,24.51,0.56,0.03,23.92
STL034193,TXN034193,2026-06-09,343.82,6.8,0.48,336.54
STL028037,TXN028037,2026-06-08,110.43,1.37,0.14,108.92
STL040496,TXN040496,2026-06-06,121.37,2.71,1.34,117.32
STL023341,TXN023341,2026-06-07,415.74,6.96,0.58,408.2
STL023610,TXN023610,2026-06-11,341.01,6.75,0.48,333.78
STL027201,TXN027201,2026-06-08,143.38,1.72,0.19,141.47
STL006797,TXN006797,2026-06-07,357.61,7.79,3.93,345.89
STL040128,TXN040128,2026-06-09,557.13,11.46,0.82,544.85
STL045821,TXN045821,2026-06-02,288.19,4.25,0.37,283.57
STL002200,TXN002200,2026-06-03,297.37,5.9,0.42,291.05
STL040583,TXN040583,2026-06-14,174.72,2.98,0.24,171.5
STL013523,TXN013523,2026-06-10,141.73,2.2,0.18,139.35
STL034063,TXN034063,2026-06-12,131.68,1.59,0.17,129.92
STL002464,TXN002464,2026-06-11,8.84,0.25,0.01,8.58
STL025860,TXN025860,2026-06-12,143.71,1.72,0.19,141.8
STL012211,TXN012211,2026-06-11,193.13,3.29,0.27,189.57
STL014386,TXN014386,2026-06-06,115.39,2.0,0.16,113.23
STL011936,TXN011936,2026-06-15,410.04,8.1,0.57,401.37
STL029390,TXN029390,2026-06-05,65.96,1.39,0.09,64.48
STL005464,TXN005464,2026-06-08,438.09,8.64,0.61,428.84
STL048356,TXN048356,2026-06-07,189.67,2.2,0.25,187.22
STL037745,TXN037745,2026-06-12,404.67,7.99,0.57,396.11
STL045592,TXN045592,2026-06-12,437.26,8.63,0.61,428.02
STL016956,TXN016956,2026-06-05,144.79,1.73,0.19,142.87
STL046428,TXN046428,2026-06-04,371.25,6.23,0.52,364.5
STL024382,TXN024382,2026-06-10,300.6,5.06,0.42,295.12
STL043006,TXN043006,2026-06-03,194.93,3.32,0.27,191.34
STL014629,TXN014629,2026-06-08,95.15,1.96,0.13,93.06
STL027844,TXN027844,2026-06-08,83.43,1.09,0.11,82.23
STL010343,TXN010343,2026-06-13,91.69,1.17,0.12,90.4
STL003052,TXN003052,2026-06-14,590.1,11.61,0.83,577.66
STL043940,TXN043940,2026-06-07,849.02,18.35,9.34,821.33
STL021856,TXN021856,2026-06-04,631.94,12.42,0.88,618.64
STL017141,TXN017141,2026-06-02,190.53,3.24,0.27,187.02
STL018056,TXN018056,2026-06-15,62.8,0.87,0.08,61.85
STL014274,TXN014274,2026-06-08,140.65,1.69,0.18,138.78
STL009233,TXN009233,2026-06-07,197.89,2.29,0.26,195.34
STL025803,TXN025803,2026-06-06,70.8,0.95,0.09,69.76
STL018160,TXN018160,2026-06-07,167.77,1.97,0.22,165.58
STL041086,TXN041086,2026-06-14,448.88,8.85,0.63,439.4
STL006109,TXN006109,2026-06-13,32.65,0.8,0.36,31.49
STL014299,TXN014299,2026-06-09,94.81,1.21,0.12,93.48
STL025570,TXN025570,2026-06-12,218.65,3.28,0.28,215.09
STL044593,TXN044593,2026-06-15,171.76,2.01,0.22,169.53
STL035942,TXN035942,2026-06-04,340.84,6.75,0.48,333.61
STL043679,TXN043679,2026-06-09,163.93,2.8,0.23,160.9
STL049124,TXN049124,2026-06-04,43.48,0.83,0.06,42.59
STL049240,TXN049240,2026-06-04,161.6,1.91,0.21,159.48
STL036907,TXN036907,2026-06-08,237.36,4.02,0.33,233.01
STL033864,TXN033864,2026-06-06,134.54,2.14,0.17,132.23
STL006896,TXN006896,2026-06-04,189.84,3.23,0.27,186.34
STL013153,TXN013153,2026-06-12,106.87,1.72,0.14,105.01
STL033955,TXN033955,2026-06-02,28.62,0.51,0.04,28.07
STL018214,TXN018214,2026-06-08,478.99,8.0,0.67,470.32
STL011439,TXN011439,2026-06-12,368.66,6.18,0.52,361.96
STL039152,TXN039152,2026-06-08,458.23,7.66,0.64,449.93
STL009113,TXN009113,2026-06-15,20.72,0.5,0.03,20.19
STL005025,TXN005025,2026-06-15,213.03,3.2,0.28,209.55
STL037525,TXN037525,2026-06-11,332.73,5.59,0.47,326.67
STL043059,TXN043059,2026-06-03,444.35,8.76,0.62,434.97
STL001309,TXN001309,2026-06-04,147.16,2.28,0.19,144.69
STL013464,TXN013464,2026-06-04,487.01,9.6,0.68,476.73
STL031245,TXN031245,2026-06-11,633.92,12.46,0.89,620.57
STL024230,TXN024230,2026-06-05,125.72,2.17,0.18,123.37
STL045241,TXN045241,2026-06-13,122.28,1.49,0.16,120.63
STL032260,TXN032260,2026-06-06,238.66,4.75,0.33,233.58
STL005924,TXN005924,2026-06-09,78.87,1.04,0.1,77.73
STL026626,TXN026626,2026-06-13,252.51,3.76,0.33,248.42
STL031654,TXN031654,2026-06-06,136.57,1.64,0.18,134.75
STL046942,TXN046942,2026-06-04,150.06,1.79,0.2,148.07
STL029105,TXN029105,2026-06-11,154.47,1.83,0.2,152.44
STL024838,TXN024838,2026-06-04,89.41,1.15,0.12,88.14
