lease,month,payment,interest,liab_end,rou_amort,rou_end,single_cost
Lab equipment #208,2023-11,5564.00,578.21,110656.72,5230.82,109847.31,5809.04
Lab equipment #208,2023-12,5564.00,553.28,105646.00,5230.82,104616.49,5784.11
Lab equipment #208,2024-01,5564.00,528.23,100610.23,5230.82,99385.67,5759.05
Lab equipment #208,2024-02,5564.00,503.05,95549.28,5230.82,94154.84,5733.88
Lab equipment #208,2024-03,5564.00,477.75,90463.03,5230.82,88924.02,5708.57
Lab equipment #208,2024-04,5564.00,452.32,85351.34,5230.82,83693.19,5683.14
Lab equipment #208,2024-05,5564.00,426.76,80214.10,5230.82,78462.37,5657.58
Lab equipment #208,2024-06,5564.00,401.07,75051.17,5230.82,73231.54,5631.89
Lab equipment #208,2024-07,5564.00,375.26,69862.43,5230.82,68000.72,5606.08
Lab equipment #208,2024-08,5564.00,349.31,64647.74,5230.82,62769.89,5580.14
Lab equipment #208,2024-09,5564.00,323.24,59406.98,5230.82,57539.07,5554.06
Lab equipment #208,2024-10,5564.00,297.03,54140.01,5230.82,52308.24,5527.86
Lab equipment #208,2024-11,5564.00,270.70,48846.71,5230.82,47077.42,5501.52
Lab equipment #208,2024-12,5564.00,244.23,43526.95,5230.82,41846.60,5475.06
Lab equipment #208,2025-01,5564.00,217.63,38180.58,5230.82,36615.77,5448.46
Lab equipment #208,2025-02,5564.00,190.90,32807.48,5230.82,31384.95,5421.73
Lab equipment #208,2025-03,5564.00,164.04,27407.52,5230.82,26154.12,5394.86
Lab equipment #208,2025-04,5564.00,137.04,21980.56,5230.82,20923.30,5367.86
Lab equipment #208,2025-05,5564.00,109.90,16526.46,5230.82,15692.47,5340.73
Lab equipment #208,2025-06,5564.00,82.63,11045.09,5230.82,10461.65,5313.46
Lab equipment #208,2025-07,5564.00,55.23,5536.32,5230.82,5230.82,5286.05
Lab equipment #208,2025-08,5564.00,27.68,0.00,5230.82,0.00,5258.51
Lab equipment #209,2025-09,3665.00,432.82,79209.04,3435.05,79006.18,3867.87
Lab equipment #209,2025-10,3665.00,415.85,75959.89,3435.05,75571.13,3850.90
Lab equipment #209,2025-11,3665.00,398.79,72693.68,3435.05,72136.07,3833.84
Lab equipment #209,2025-12,3665.00,381.64,69410.32,3435.05,68701.02,3816.69
Lab equipment #209,2026-01,3665.00,364.40,66109.73,3435.05,65265.97,3799.46
Lab equipment #209,2026-02,3665.00,347.08,62791.80,3435.05,61830.92,3782.13
Lab equipment #209,2026-03,3665.00,329.66,59456.46,3435.05,58395.87,3764.71
Lab equipment #209,2026-04,3665.00,312.15,56103.61,3435.05,54960.82,3747.20
Lab equipment #209,2026-05,3665.00,294.54,52733.15,3435.05,51525.77,3729.60
Lab equipment #209,2026-06,3665.00,276.85,49345.00,3435.05,48090.72,3711.90
Lab equipment #209,2026-07,3665.00,259.06,45939.06,3435.05,44655.66,3694.11
Lab equipment #209,2026-08,3665.00,241.18,42515.24,3435.05,41220.61,3676.23
Lab equipment #209,2026-09,3665.00,223.21,39073.45,3435.05,37785.56,3658.26
Lab equipment #209,2026-10,3665.00,205.14,35613.58,3435.05,34350.51,3640.19
Lab equipment #209,2026-11,3665.00,186.97,32135.55,3435.05,30915.46,3622.02
Lab equipment #209,2026-12,3665.00,168.71,28639.26,3435.05,27480.41,3603.76
Lab equipment #209,2027-01,3665.00,150.36,25124.62,3435.05,24045.36,3585.41
Lab equipment #209,2027-02,3665.00,131.90,21591.52,3435.05,20610.31,3566.96
Lab equipment #209,2027-03,3665.00,113.36,18039.88,3435.05,17175.26,3548.41
Lab equipment #209,2027-04,3665.00,94.71,14469.59,3435.05,13740.20,3529.76
Lab equipment #209,2027-05,3665.00,75.97,10880.55,3435.05,10305.15,3511.02
Lab equipment #209,2027-06,3665.00,57.12,7272.68,3435.05,6870.10,3492.17
Lab equipment #209,2027-07,3665.00,38.18,3645.86,3435.05,3435.05,3473.23
Lab equipment #209,2027-08,3665.00,19.14,0.00,3435.05,-0.00,3454.19
Lab equipment #210,2023-07,2519.00,414.01,80697.10,2300.06,80502.03,2714.07
Lab equipment #210,2023-08,2519.00,403.49,78581.59,2300.06,78201.97,2703.54
Lab equipment #210,2023-09,2519.00,392.91,76455.49,2300.06,75901.92,2692.97
Lab equipment #210,2023-10,2519.00,382.28,74318.77,2300.06,73601.86,2682.34
Lab equipment #210,2023-11,2519.00,371.59,72171.37,2300.06,71301.80,2671.65
Lab equipment #210,2023-12,2519.00,360.86,70013.22,2300.06,69001.74,2660.91
Lab equipment #210,2024-01,2519.00,350.07,67844.29,2300.06,66701.68,2650.12
Lab equipment #210,2024-02,2519.00,339.22,65664.51,2300.06,64401.63,2639.28
Lab equipment #210,2024-03,2519.00,328.32,63473.83,2300.06,62101.57,2628.38
Lab equipment #210,2024-04,2519.00,317.37,61272.20,2300.06,59801.51,2617.43
Lab equipment #210,2024-05,2519.00,306.36,59059.56,2300.06,57501.45,2606.42
Lab equipment #210,2024-06,2519.00,295.30,56835.86,2300.06,55201.39,2595.36
Lab equipment #210,2024-07,2519.00,284.18,54601.04,2300.06,52901.34,2584.24
Lab equipment #210,2024-08,2519.00,273.01,52355.04,2300.06,50601.28,2573.06
Lab equipment #210,2024-09,2519.00,261.78,50097.82,2300.06,48301.22,2561.83
Lab equipment #210,2024-10,2519.00,250.49,47829.31,2300.06,46001.16,2550.55
Lab equipment #210,2024-11,2519.00,239.15,45549.46,2300.06,43701.10,2539.20
Lab equipment #210,2024-12,2519.00,227.75,43258.20,2300.06,41401.04,2527.81
Lab equipment #210,2025-01,2519.00,216.29,40955.49,2300.06,39100.99,2516.35
Lab equipment #210,2025-02,2519.00,204.78,38641.27,2300.06,36800.93,2504.84
Lab equipment #210,2025-03,2519.00,193.21,36315.48,2300.06,34500.87,2493.26
Lab equipment #210,2025-04,2519.00,181.58,33978.05,2300.06,32200.81,2481.64
Lab equipment #210,2025-05,2519.00,169.89,31628.95,2300.06,29900.75,2469.95
Lab equipment #210,2025-06,2519.00,158.14,29268.09,2300.06,27600.70,2458.20
Lab equipment #210,2025-07,2519.00,146.34,26895.43,2300.06,25300.64,2446.40
Lab equipment #210,2025-08,2519.00,134.48,24510.91,2300.06,23000.58,2434.54
Lab equipment #210,2025-09,2519.00,122.55,22114.46,2300.06,20700.52,2422.61
Lab equipment #210,2025-10,2519.00,110.57,19706.03,2300.06,18400.46,2410.63
Lab equipment #210,2025-11,2519.00,98.53,17285.56,2300.06,16100.41,2398.59
Lab equipment #210,2025-12,2519.00,86.43,14852.99,2300.06,13800.35,2386.49
Lab equipment #210,2026-01,2519.00,74.26,12408.26,2300.06,11500.29,2374.32
Lab equipment #210,2026-02,2519.00,62.04,9951.30,2300.06,9200.23,2362.10
Lab equipment #210,2026-03,2519.00,49.76,7482.06,2300.06,6900.17,2349.81
Lab equipment #210,2026-04,2519.00,37.41,5000.47,2300.06,4600.12,2337.47
Lab equipment #210,2026-05,2519.00,25.00,2506.47,2300.06,2300.06,2325.06
Lab equipment #210,2026-06,2519.00,12.53,0.00,2300.06,0.00,2312.59
Lab equipment #211,2022-10,3193.00,705.00,166711.32,2819.99,166379.34,3524.99
Lab equipment #211,2022-11,3193.00,694.63,164212.95,2819.99,163559.35,3514.62
Lab equipment #211,2022-12,3193.00,684.22,161704.17,2819.99,160739.36,3504.21
Lab equipment #211,2023-01,3193.00,673.77,159184.94,2819.99,157919.37,3493.76
Lab equipment #211,2023-02,3193.00,663.27,156655.21,2819.99,155099.38,3483.26
Lab equipment #211,2023-03,3193.00,652.73,154114.94,2819.99,152279.39,3472.72
Lab equipment #211,2023-04,3193.00,642.15,151564.09,2819.99,149459.40,3462.13
Lab equipment #211,2023-05,3193.00,631.52,149002.60,2819.99,146639.42,3451.51
Lab equipment #211,2023-06,3193.00,620.84,146430.45,2819.99,143819.43,3440.83
Lab equipment #211,2023-07,3193.00,610.13,143847.58,2819.99,140999.44,3430.12
Lab equipment #211,2023-08,3193.00,599.36,141253.94,2819.99,138179.45,3419.35
Lab equipment #211,2023-09,3193.00,588.56,138649.50,2819.99,135359.46,3408.55
Lab equipment #211,2023-10,3193.00,577.71,136034.20,2819.99,132539.47,3397.69
Lab equipment #211,2023-11,3193.00,566.81,133408.01,2819.99,129719.48,3386.80
Lab equipment #211,2023-12,3193.00,555.87,130770.88,2819.99,126899.49,3375.86
Lab equipment #211,2024-01,3193.00,544.88,128122.76,2819.99,124079.51,3364.87
Lab equipment #211,2024-02,3193.00,533.84,125463.60,2819.99,121259.52,3353.83
Lab equipment #211,2024-03,3193.00,522.77,122793.37,2819.99,118439.53,3342.75
Lab equipment #211,2024-04,3193.00,511.64,120112.01,2819.99,115619.54,3331.63
Lab equipment #211,2024-05,3193.00,500.47,117419.47,2819.99,112799.55,3320.46
Lab equipment #211,2024-06,3193.00,489.25,114715.72,2819.99,109979.56,3309.24
Lab equipment #211,2024-07,3193.00,477.98,112000.70,2819.99,107159.57,3297.97
Lab equipment #211,2024-08,3193.00,466.67,109274.37,2819.99,104339.58,3286.66
Lab equipment #211,2024-09,3193.00,455.31,106536.68,2819.99,101519.60,3275.30
Lab equipment #211,2024-10,3193.00,443.90,103787.59,2819.99,98699.61,3263.89
Lab equipment #211,2024-11,3193.00,432.45,101027.04,2819.99,95879.62,3252.44
Lab equipment #211,2024-12,3193.00,420.95,98254.98,2819.99,93059.63,3240.93
Lab equipment #211,2025-01,3193.00,409.40,95471.38,2819.99,90239.64,3229.38
Lab equipment #211,2025-02,3193.00,397.80,92676.17,2819.99,87419.65,3217.79
Lab equipment #211,2025-03,3193.00,386.15,89869.33,2819.99,84599.66,3206.14
Lab equipment #211,2025-04,3193.00,374.46,87050.78,2819.99,81779.67,3194.44
Lab equipment #211,2025-05,3193.00,362.71,84220.49,2819.99,78959.69,3182.70
Lab equipment #211,2025-06,3193.00,350.92,81378.41,2819.99,76139.70,3170.91
Lab equipment #211,2025-07,3193.00,339.08,78524.49,2819.99,73319.71,3159.07
Lab equipment #211,2025-08,3193.00,327.19,75658.67,2819.99,70499.72,3147.17
Lab equipment #211,2025-09,3193.00,315.24,72780.92,2819.99,67679.73,3135.23
Lab equipment #211,2025-10,3193.00,303.25,69891.17,2819.99,64859.74,3123.24
Lab equipment #211,2025-11,3193.00,291.21,66989.38,2819.99,62039.75,3111.20
Lab equipment #211,2025-12,3193.00,279.12,64075.51,2819.99,59219.76,3099.11
Lab equipment #211,2026-01,3193.00,266.98,61149.49,2819.99,56399.78,3086.97
Lab equipment #211,2026-02,3193.00,254.79,58211.28,2819.99,53579.79,3074.78
Lab equipment #211,2026-03,3193.00,242.55,55260.82,2819.99,50759.80,3062.54
Lab equipment #211,2026-04,3193.00,230.25,52298.08,2819.99,47939.81,3050.24
Lab equipment #211,2026-05,3193.00,217.91,49322.99,2819.99,45119.82,3037.90
Lab equipment #211,2026-06,3193.00,205.51,46335.50,2819.99,42299.83,3025.50
Lab equipment #211,2026-07,3193.00,193.06,43335.56,2819.99,39479.84,3013.05
Lab equipment #211,2026-08,3193.00,180.56,40323.13,2819.99,36659.85,3000.55
Lab equipment #211,2026-09,3193.00,168.01,37298.14,2819.99,33839.87,2988.00
Lab equipment #211,2026-10,3193.00,155.41,34260.55,2819.99,31019.88,2975.40
Lab equipment #211,2026-11,3193.00,142.75,31210.30,2819.99,28199.89,2962.74
Lab equipment #211,2026-12,3193.00,130.04,28147.35,2819.99,25379.90,2950.03
Lab equipment #211,2027-01,3193.00,117.28,25071.63,2819.99,22559.91,2937.27
Lab equipment #211,2027-02,3193.00,104.47,21983.09,2819.99,19739.92,2924.45
Lab equipment #211,2027-03,3193.00,91.60,18881.69,2819.99,16919.93,2911.58
Lab equipment #211,2027-04,3193.00,78.67,15767.36,2819.99,14099.94,2898.66
Lab equipment #211,2027-05,3193.00,65.70,12640.06,2819.99,11279.96,2885.69
Lab equipment #211,2027-06,3193.00,52.67,9499.73,2819.99,8459.97,2872.66
Lab equipment #211,2027-07,3193.00,39.58,6346.31,2819.99,5639.98,2859.57
Lab equipment #211,2027-08,3193.00,26.44,3179.75,2819.99,2819.99,2846.43
Lab equipment #211,2027-09,3193.00,13.25,0.00,2819.99,-0.00,2833.24
Lab equipment #212,2022-09,8127.00,1794.40,424322.87,7177.59,423477.88,8971.99
Lab equipment #212,2022-10,8127.00,1768.01,417963.88,7177.59,416300.29,8945.60
Lab equipment #212,2022-11,8127.00,1741.52,411578.40,7177.59,409122.70,8919.11
Lab equipment #212,2022-12,8127.00,1714.91,405166.31,7177.59,401945.11,8892.50
Lab equipment #212,2023-01,8127.00,1688.19,398727.50,7177.59,394767.51,8865.78
Lab equipment #212,2023-02,8127.00,1661.36,392261.86,7177.59,387589.92,8838.96
Lab equipment #212,2023-03,8127.00,1634.42,385769.29,7177.59,380412.33,8812.02
Lab equipment #212,2023-04,8127.00,1607.37,379249.66,7177.59,373234.74,8784.96
Lab equipment #212,2023-05,8127.00,1580.21,372702.87,7177.59,366057.15,8757.80
Lab equipment #212,2023-06,8127.00,1552.93,366128.80,7177.59,358879.56,8730.52
Lab equipment #212,2023-07,8127.00,1525.54,359527.33,7177.59,351701.97,8703.13
Lab equipment #212,2023-08,8127.00,1498.03,352898.36,7177.59,344524.38,8675.62
Lab equipment #212,2023-09,8127.00,1470.41,346241.77,7177.59,337346.79,8648.00
Lab equipment #212,2023-10,8127.00,1442.67,339557.45,7177.59,330169.19,8620.27
Lab equipment #212,2023-11,8127.00,1414.82,332845.27,7177.59,322991.60,8592.41
Lab equipment #212,2023-12,8127.00,1386.86,326105.12,7177.59,315814.01,8564.45
Lab equipment #212,2024-01,8127.00,1358.77,319336.90,7177.59,308636.42,8536.36
Lab equipment #212,2024-02,8127.00,1330.57,312540.47,7177.59,301458.83,8508.16
Lab equipment #212,2024-03,8127.00,1302.25,305715.72,7177.59,294281.24,8479.84
Lab equipment #212,2024-04,8127.00,1273.82,298862.53,7177.59,287103.65,8451.41
Lab equipment #212,2024-05,8127.00,1245.26,291980.79,7177.59,279926.06,8422.85
Lab equipment #212,2024-06,8127.00,1216.59,285070.38,7177.59,272748.46,8394.18
Lab equipment #212,2024-07,8127.00,1187.79,278131.17,7177.59,265570.87,8365.38
Lab equipment #212,2024-08,8127.00,1158.88,271163.05,7177.59,258393.28,8336.47
Lab equipment #212,2024-09,8127.00,1129.85,264165.90,7177.59,251215.69,8307.44
Lab equipment #212,2024-10,8127.00,1100.69,257139.59,7177.59,244038.10,8278.28
Lab equipment #212,2024-11,8127.00,1071.41,250084.01,7177.59,236860.51,8249.01
Lab equipment #212,2024-12,8127.00,1042.02,242999.02,7177.59,229682.92,8219.61
Lab equipment #212,2025-01,8127.00,1012.50,235884.52,7177.59,222505.33,8190.09
Lab equipment #212,2025-02,8127.00,982.85,228740.37,7177.59,215327.74,8160.44
Lab equipment #212,2025-03,8127.00,953.08,221566.46,7177.59,208150.14,8130.68
Lab equipment #212,2025-04,8127.00,923.19,214362.65,7177.59,200972.55,8100.78
Lab equipment #212,2025-05,8127.00,893.18,207128.83,7177.59,193794.96,8070.77
Lab equipment #212,2025-06,8127.00,863.04,199864.86,7177.59,186617.37,8040.63
Lab equipment #212,2025-07,8127.00,832.77,192570.63,7177.59,179439.78,8010.36
Lab equipment #212,2025-08,8127.00,802.38,185246.01,7177.59,172262.19,7979.97
Lab equipment #212,2025-09,8127.00,771.86,177890.87,7177.59,165084.60,7949.45
Lab equipment #212,2025-10,8127.00,741.21,170505.08,7177.59,157907.01,7918.80
Lab equipment #212,2025-11,8127.00,710.44,163088.52,7177.59,150729.41,7888.03
Lab equipment #212,2025-12,8127.00,679.54,155641.06,7177.59,143551.82,7857.13
Lab equipment #212,2026-01,8127.00,648.50,148162.56,7177.59,136374.23,7826.10
Lab equipment #212,2026-02,8127.00,617.34,140652.90,7177.59,129196.64,7794.94
Lab equipment #212,2026-03,8127.00,586.05,133111.96,7177.59,122019.05,7763.64
Lab equipment #212,2026-04,8127.00,554.63,125539.59,7177.59,114841.46,7732.22
Lab equipment #212,2026-05,8127.00,523.08,117935.67,7177.59,107663.87,7700.67
Lab equipment #212,2026-06,8127.00,491.40,110300.07,7177.59,100486.28,7668.99
Lab equipment #212,2026-07,8127.00,459.58,102632.66,7177.59,93308.69,7637.17
Lab equipment #212,2026-08,8127.00,427.64,94933.29,7177.59,86131.09,7605.23
Lab equipment #212,2026-09,8127.00,395.56,87201.85,7177.59,78953.50,7573.15
Lab equipment #212,2026-10,8127.00,363.34,79438.19,7177.59,71775.91,7540.93
Lab equipment #212,2026-11,8127.00,330.99,71642.18,7177.59,64598.32,7508.58
Lab equipment #212,2026-12,8127.00,298.51,63813.69,7177.59,57420.73,7476.10
Lab equipment #212,2027-01,8127.00,265.89,55952.58,7177.59,50243.14,7443.48
Lab equipment #212,2027-02,8127.00,233.14,48058.72,7177.59,43065.55,7410.73
Lab equipment #212,2027-03,8127.00,200.24,40131.96,7177.59,35887.96,7377.84
Lab equipment #212,2027-04,8127.00,167.22,32172.18,7177.59,28710.36,7344.81
Lab equipment #212,2027-05,8127.00,134.05,24179.23,7177.59,21532.77,7311.64
Lab equipment #212,2027-06,8127.00,100.75,16152.97,7177.59,14355.18,7278.34
Lab equipment #212,2027-07,8127.00,67.30,8093.28,7177.59,7177.59,7244.90
Lab equipment #212,2027-08,8127.00,33.72,0.00,7177.59,0.00,7211.31
