invoice_id,vendor,category,invoice_date,entered_date,amount,approver
AP003602,Mosaic Trading,office,2025-08-20,2025-08-25,1328.13,M02
AP003861,Onyx Partners,software,2026-01-17,2026-01-20,422.71,M03
AP005406,Yonder Solutions,events,2025-09-18,2025-09-22,99.87,M14
AP000374,Amazon Web Services,infrastructure,2026-05-23,2026-05-25,1223.16,M01
AP004055,Prairie Industries,marketing,2025-08-10,2025-08-14,121.92,M02
AP001250,Verizon Business,telecom,2025-07-24,2025-07-28,1061.73,M02
AP005721,Zephyr Works,logistics,2026-03-07,2026-03-09,667.18,M10
AP004708,Tundra Solutions,facilities,2025-10-11,2025-10-13,239.53,M11
AP003490,Mosaic Solutions,events,2026-05-27,2026-05-27,169.15,M07
AP003646,Nimbus Services,software,2026-03-18,2026-03-23,115.25,M05
AP004090,Prairie Labs,office,2025-08-30,2025-09-03,559.14,M07
AP003798,Onyx Supply,hardware,2026-02-01,2026-02-03,141.63,M10
AP003160,Keystone Partners,hardware,2025-12-15,2025-12-17,396.81,M09
AP002525,Gable Trading,events,2025-10-15,2025-10-16,1048.26,M07
AP002903,Juniper Supply,events,2026-02-01,2026-02-05,363.06,M09
AP003547,Mosaic Industries,professional_services,2026-05-10,2026-05-11,326.04,M03
AP002588,Harbor Solutions,logistics,2026-03-05,2026-03-05,303.27,M13
AP001923,Dockside Industries,software,2025-08-02,2025-08-04,255.79,M08
AP005823,Northgate Logistics,logistics,2025-07-20,2025-07-21,9728.74,M04
AP005505,Yonder Labs,facilities,2025-09-20,2025-09-22,543.08,M12
AP002409,Gable Solutions,software,2025-09-03,2025-09-08,170.38,M04
AP004133,Prairie Trading,professional_services,2025-09-19,2025-09-22,307.37,M04
AP003656,Nimbus Solutions,facilities,2025-08-20,2025-08-25,555.66,M04
AP002244,Fulcrum Solutions,hardware,2026-01-04,2026-01-05,117.55,M09
AP004151,Quarry Supply,hardware,2025-07-31,2025-08-04,220.42,M11
AP000561,Salesforce,software,2025-09-07,2025-09-10,3248.57,M09
AP001127,Meridian Travel,travel,2025-08-19,2025-08-22,390.65,M08
AP004137,Prairie Trading,professional_services,2025-11-12,2025-11-17,429.94,M08
AP000952,Indeed,recruiting,2026-05-30,2026-06-02,3400.06,M13
AP004660,Sable Works,office,2026-02-22,2026-02-23,51.27,M07
AP004311,Quarry Works,logistics,2025-12-13,2025-12-15,138.41,M04
AP002094,Ember Partners,events,2026-04-01,2026-04-03,248.52,M04
AP003165,Keystone Partners,hardware,2026-01-31,2026-02-02,148.18,M14
AP005654,Zephyr Industries,logistics,2025-08-19,2025-08-21,215.04,M09
AP005139,Vela Labs,software,2025-10-13,2025-10-13,176.68,M13
AP000434,Snowflake,infrastructure,2025-08-22,2025-08-26,2633.48,M12
AP001129,Meridian Travel,travel,2025-08-02,2025-08-05,3699.18,M03
AP004103,Prairie Works,office,2025-07-02,2025-07-07,278.14,M08
AP004188,Quarry Services,marketing,2026-05-10,2026-05-14,410.49,M08
AP003850,Onyx Consulting,events,2025-12-03,2025-12-05,948.66,M09
AP004205,Quarry Solutions,office,2026-05-15,2026-05-15,204.95,M14
AP003916,Onyx Labs,office,2025-08-11,2025-08-15,372.49,M05
AP000126,Amazon Web Services,infrastructure,2025-10-16,2025-10-16,2327.83,M08
AP001547,Borealis Partners,software,2026-02-21,2026-02-24,358.13,M14
AP005424,Yonder Consulting,professional_services,2025-10-17,2025-10-17,358.8,M01
AP002442,Gable Consulting,facilities,2026-05-17,2026-05-18,235.17,M14
AP000899,Robert Half,recruiting,2026-04-11,2026-04-13,6227.95,M13
AP004289,Quarry Labs,events,2025-09-23,2025-09-26,199.77,M05
AP001228,CDW,hardware,2026-02-06,2026-02-09,1727.59,M05
AP002907,Juniper Supply,events,2026-05-06,2026-05-08,60.56,M07
AP005073,Vela Consulting,office,2026-03-17,2026-03-18,353.09,M12
AP000739,Staples Business,office,2025-10-02,2025-10-02,356.89,M10
AP002381,Gable Supply,office,2025-10-22,2025-10-23,1414.26,M03
AP003241,Keystone Trading,hardware,2025-10-05,2025-10-07,357.7,M01
AP001072,Global Catering Co,events,2026-06-16,2026-06-22,568.35,M14
AP005599,Zephyr Services,professional_services,2026-06-07,2026-06-08,1455.52,M08
AP000521,Datadog,infrastructure,2025-12-20,2025-12-22,2763.06,M13
AP005437,Yonder Consulting,professional_services,2026-03-30,2026-03-31,152.41,M06
AP001596,Borealis Group,events,2026-06-04,2026-06-04,82.92,M06
AP001417,Acme Labs,facilities,2025-12-12,2025-12-15,62.1,M05
AP002093,Ember Partners,events,2026-03-22,2026-03-23,942.31,M05
AP000585,Salesforce,software,2026-03-05,2026-03-05,5170.77,M08
AP003146,Keystone Consulting,logistics,2026-04-02,2026-04-06,491.16,M03
AP005458,Yonder Partners,marketing,2026-06-08,2026-06-11,79.44,M05
AP004190,Quarry Solutions,office,2025-07-16,2025-07-21,363.05,M05
AP000248,Amazon Web Services,infrastructure,2026-02-01,2026-02-03,2067.13,M04
AP003697,Nimbus Partners,software,2026-02-05,2026-02-06,713.87,M11
AP001139,Meridian Travel,travel,2025-11-16,2025-11-20,1233.45,M02
AP003999,Prairie Solutions,events,2025-09-20,2025-09-22,885.8,M06
AP004715,Tundra Solutions,facilities,2026-02-23,2026-02-24,240.74,M09
AP002590,Harbor Solutions,logistics,2026-05-21,2026-05-25,159.72,M10
AP001179,Meridian Travel,travel,2026-04-10,2026-04-13,538.22,M11
AP003834,Onyx Solutions,software,2025-12-04,2025-12-05,265.24,M04
AP002491,Gable Group,office,2026-05-24,2026-05-25,74.5,M07
AP003852,Onyx Consulting,events,2026-02-17,2026-02-23,448.73,M12
AP000863,Robert Half,recruiting,2025-09-21,2025-09-25,5215.65,M11
AP000710,Staples Business,office,2025-07-25,2025-07-28,117.1,M14
AP000258,Amazon Web Services,infrastructure,2026-02-09,2026-02-11,1842.32,M01
AP005419,Yonder Consulting,professional_services,2025-07-25,2025-07-29,108.82,M04
AP003440,Mosaic Supply,hardware,2025-12-03,2025-12-08,280.17,M06
AP004640,Sable Labs,marketing,2026-06-14,2026-06-17,317.48,M04
AP004384,Rampart Solutions,professional_services,2026-04-19,2026-04-20,2407.45,M09
AP000452,Snowflake,infrastructure,2025-11-08,2025-11-10,5760.12,M11
AP001643,Borealis Trading,logistics,2025-11-10,2025-11-11,210.84,M03
AP005227,Wharf Solutions,office,2025-12-03,2025-12-08,375.63,M08
AP003567,Mosaic Group,professional_services,2026-06-14,2026-06-15,1615.9,M13
AP004230,Quarry Partners,logistics,2025-12-16,2025-12-16,251.59,M07
AP003840,Onyx Solutions,software,2026-03-21,2026-03-23,782.22,M03
AP003389,Loom Labs,events,2025-12-15,2025-12-17,51.61,M10
AP000626,Atlassian,software,2026-04-02,2026-04-02,1022.22,M08
AP001038,Global Catering Co,events,2025-12-22,2025-12-26,1173.32,M14
AP005627,Zephyr Consulting,hardware,2026-01-27,2026-01-30,559.3,M10
AP004738,Tundra Consulting,office,2025-12-05,2025-12-09,163.15,M12
AP004135,Prairie Trading,professional_services,2025-10-23,2025-10-27,321.04,M05
AP000433,Snowflake,infrastructure,2025-08-24,2025-08-25,5549.19,M12
AP001383,Acme Industries,facilities,2025-11-21,2025-11-21,229.2,M11
AP002319,Fulcrum Group,professional_services,2025-11-12,2025-11-14,604.09,M03
AP004454,Rampart Group,professional_services,2026-02-16,2026-02-17,87.18,M09
AP003185,Keystone Industries,professional_services,2026-05-28,2026-06-01,351.77,M10
AP000039,Amazon Web Services,infrastructure,2025-08-07,2025-08-08,1642.22,M06
AP000546,Datadog,infrastructure,2026-05-08,2026-05-08,5130.23,M07
AP002156,Ember Works,hardware,2025-07-07,2025-07-11,128.45,M13
AP003288,Loom Services,professional_services,2026-04-17,2026-04-20,799.88,M06
AP000571,Salesforce,software,2025-11-13,2025-11-14,4867.67,M03
AP002718,Harbor Trading,software,2026-06-07,2026-06-08,108.52,M10
AP003502,Mosaic Consulting,facilities,2026-03-02,2026-03-06,1091.6,M12
AP000974,Wilson Sonsini,legal,2026-02-01,2026-02-05,16197.27,M10
AP004337,Rampart Supply,software,2025-10-14,2025-10-15,736.7,M06
AP002875,Inlet Trading,hardware,2026-01-02,2026-01-06,1322.66,M07
AP002893,Juniper Supply,events,2025-10-14,2025-10-20,1040.87,M10
AP001165,Meridian Travel,travel,2026-02-10,2026-02-13,933.34,M11
AP005471,Yonder Industries,marketing,2026-01-28,2026-02-02,496.48,M08
AP002985,Juniper Industries,events,2025-07-03,2025-07-03,174.37,M03
AP001198,CDW,hardware,2025-09-16,2025-09-22,3389.34,M07
AP003091,Keystone Services,office,2026-02-05,2026-02-09,115.51,M01
AP004406,Rampart Consulting,professional_services,2026-06-07,2026-06-10,206.78,M04
AP003275,Loom Supply,professional_services,2026-05-01,2026-05-01,545.15,M02
AP002843,Inlet Labs,facilities,2026-05-17,2026-05-18,250.44,M10
AP004713,Tundra Solutions,facilities,2025-11-28,2025-11-28,578.41,M02
AP005141,Vela Labs,software,2025-12-16,2025-12-19,131.15,M03
AP003713,Nimbus Industries,facilities,2026-02-06,2026-02-10,129.14,M05
AP002321,Fulcrum Group,professional_services,2025-11-19,2025-11-19,99.44,M01
AP002522,Gable Trading,events,2025-07-21,2025-07-25,499.15,M02
AP005125,Vela Group,professional_services,2025-09-21,2025-09-24,151.76,M11
AP000692,Iron Mountain,facilities,2025-11-04,2025-11-04,200.52,M02
AP000421,Amazon Web Services,infrastructure,2026-06-16,2026-06-19,3053.25,M14
AP005577,Zephyr Supply,office,2026-02-10,2026-02-12,833.26,M14
AP003375,Loom Group,events,2026-04-14,2026-04-14,1944.09,M03
AP002573,Harbor Services,events,2026-05-08,2026-05-12,615.28,M09
AP005544,Yonder Works,office,2026-06-20,2026-06-22,846.54,M14
AP005029,Vela Supply,facilities,2026-03-17,2026-03-17,130.96,M14
AP000158,Amazon Web Services,infrastructure,2025-11-17,2025-11-21,1545.18,M11
AP002413,Gable Solutions,software,2026-01-24,2026-01-28,685.56,M10
AP003896,Onyx Group,office,2025-08-24,2025-08-27,1026.46,M11
AP001132,Meridian Travel,travel,2025-09-08,2025-09-11,455.03,M07
AP000171,Amazon Web Services,infrastructure,2025-11-08,2025-11-11,4423.9,M12
AP001679,Cinder Services,facilities,2025-11-28,2025-11-28,878.41,M01
AP002952,Juniper Consulting,office,2026-02-27,2026-03-03,234.67,M12
AP001154,Meridian Travel,travel,2026-01-18,2026-01-22,391.88,M13
AP000282,Amazon Web Services,infrastructure,2026-02-27,2026-02-27,1613.18,M11
AP005273,Wharf Partners,professional_services,2026-04-24,2026-04-27,267.37,M02
AP002255,Fulcrum Consulting,professional_services,2025-07-13,2025-07-17,149.64,M10
AP000041,Amazon Web Services,infrastructure,2025-08-26,2025-08-28,1481.88,M11
AP002946,Juniper Consulting,office,2025-09-30,2025-10-02,677.61,M11
AP002458,Gable Industries,office,2025-07-12,2025-07-14,75.62,M03
AP005773,Summit Interiors,facilities,2026-06-03,2026-06-04,7595.24,M09
AP001014,Marsh Insurance,insurance,2026-05-27,2026-05-29,6149.74,M06
AP004242,Quarry Partners,logistics,2026-06-11,2026-06-15,159.13,M09
AP001829,Cinder Trading,marketing,2026-02-03,2026-02-04,1513.67,M07
AP002756,Inlet Solutions,logistics,2025-09-07,2025-09-08,360.59,M04
AP005528,Yonder Works,office,2025-12-25,2025-12-29,544.85,M13
AP000674,WeWork,facilities,2026-02-10,2026-02-10,9355.95,M02
AP005590,Zephyr Services,professional_services,2025-10-05,2025-10-07,96.13,M06
AP003366,Loom Group,events,2025-08-09,2025-08-13,124.69,M14
AP005095,Vela Partners,office,2026-05-16,2026-05-18,842.37,M10
AP002339,Fulcrum Labs,software,2025-12-24,2025-12-29,994.37,M05
AP004284,Quarry Group,facilities,2026-05-08,2026-05-11,471.44,M04
AP003812,Onyx Services,logistics,2025-10-04,2025-10-06,400.98,M10
AP003248,Keystone Trading,hardware,2026-01-11,2026-01-14,626.09,M09
AP000375,Amazon Web Services,infrastructure,2026-05-09,2026-05-11,1061.15,M13
AP001713,Cinder Consulting,marketing,2025-11-19,2025-11-20,270.4,M06
AP004661,Sable Works,office,2026-03-06,2026-03-10,162.91,M10
AP002638,Harbor Industries,events,2025-09-26,2025-09-29,86.63,M04
AP002833,Inlet Labs,facilities,2025-12-19,2025-12-22,384.94,M14
AP005923,Juniper Industries,events,2025-09-15,2025-09-20,409.38,M06
AP000134,Amazon Web Services,infrastructure,2025-10-04,2025-10-07,5704.45,M12
AP000655,Figma,software,2026-06-09,2026-06-09,428.22,M03
AP001854,Dockside Services,logistics,2025-07-18,2025-07-21,700.51,M10
AP001280,Acme Supply,software,2025-07-27,2025-07-31,442.15,M12
AP000420,Amazon Web Services,infrastructure,2026-06-19,2026-06-22,1248.78,M14
AP003734,Nimbus Group,logistics,2026-05-13,2026-05-14,1027.34,M14
AP002603,Harbor Consulting,marketing,2026-01-06,2026-01-08,242.75,M14
AP002241,Fulcrum Solutions,hardware,2025-12-17,2025-12-19,230.73,M13
AP002103,Ember Industries,office,2025-08-10,2025-08-13,368.11,M10
AP004842,Tundra Trading,facilities,2026-05-24,2026-05-26,3688.85,M05
AP005898,Northgate Logistics,logistics,2025-12-22,2025-12-26,6509.23,M14
AP000063,Amazon Web Services,infrastructure,2025-08-01,2025-08-05,549.46,M09
AP001345,Acme Consulting,facilities,2026-02-21,2026-02-24,164.17,M10
AP001361,Acme Partners,marketing,2025-10-08,2025-10-13,128.43,M12
AP005215,Wharf Services,professional_services,2026-05-23,2026-05-25,1141.36,M01
AP002036,Ember Services,hardware,2025-09-23,2025-09-23,49.23,M13
AP005492,Yonder Group,hardware,2026-03-05,2026-03-09,172.49,M03
AP004598,Sable Industries,professional_services,2026-01-17,2026-01-19,585.04,M07
AP005538,Yonder Works,office,2026-03-16,2026-03-17,683.99,M10
AP003589,Mosaic Works,marketing,2026-01-21,2026-01-23,347.55,M09
AP000160,Amazon Web Services,infrastructure,2025-11-04,2025-11-06,5532.39,M14
AP003910,Onyx Group,office,2026-01-27,2026-01-28,238.5,M14
AP001571,Borealis Industries,facilities,2026-06-10,2026-06-15,426.99,M05
AP004557,Sable Solutions,software,2025-11-28,2025-11-28,333.55,M11
AP002977,Juniper Partners,hardware,2026-03-03,2026-03-03,309.48,M09
AP003634,Nimbus Services,software,2025-08-02,2025-08-06,2445.14,M07
AP001759,Cinder Industries,software,2026-02-02,2026-02-03,466.83,M09
AP004386,Rampart Solutions,professional_services,2026-06-07,2026-06-11,404.98,M07
AP003418,Loom Trading,hardware,2025-12-19,2025-12-22,52.88,M09
AP002663,Harbor Labs,professional_services,2025-08-31,2025-09-01,97.87,M03
AP005500,Yonder Labs,facilities,2025-07-09,2025-07-10,396.63,M14
AP002900,Juniper Supply,events,2025-12-08,2025-12-09,95.23,M02
AP001502,Borealis Solutions,marketing,2025-11-11,2025-11-12,395.21,M01
AP003392,Loom Labs,events,2026-02-15,2026-02-16,385.48,M04
AP005714,Zephyr Works,logistics,2025-11-25,2025-12-01,813.02,M05
AP004902,Umber Consulting,software,2025-12-03,2025-12-04,88.95,M07
AP001303,Acme Services,facilities,2025-09-15,2025-09-16,562.0,M14
AP000182,Amazon Web Services,infrastructure,2025-11-29,2025-12-01,1005.19,M09
AP005526,Yonder Works,office,2025-09-12,2025-09-15,177.29,M11
AP003331,Loom Partners,professional_services,2025-08-17,2025-08-20,1763.1,M11
AP001222,CDW,hardware,2026-01-06,2026-01-08,4543.92,M05
AP005467,Yonder Industries,marketing,2025-11-28,2025-12-01,73.6,M02
AP002955,Juniper Consulting,office,2026-04-10,2026-04-10,1075.33,M13
AP002025,Ember Supply,marketing,2026-03-07,2026-03-10,1545.42,M03
AP005416,Yonder Solutions,events,2026-05-29,2026-05-29,162.77,M13
AP000726,Staples Business,office,2025-09-18,2025-09-22,143.21,M05
AP001048,Global Catering Co,events,2026-02-19,2026-02-20,428.65,M06
AP002502,Gable Labs,software,2026-05-12,2026-05-14,377.73,M01
AP004653,Sable Works,office,2025-12-12,2025-12-15,202.49,M12
AP005104,Vela Industries,hardware,2025-11-17,2025-11-21,447.17,M10
AP001641,Borealis Trading,logistics,2025-09-12,2025-09-15,406.42,M13
AP002797,Inlet Partners,events,2026-03-04,2026-03-09,1689.09,M09
AP001232,CDW,hardware,2026-03-24,2026-03-27,1243.32,M08
AP002135,Ember Labs,software,2025-07-01,2025-07-01,770.57,M07
AP002981,Juniper Partners,hardware,2026-04-01,2026-04-02,37.79,M02
AP000351,Amazon Web Services,infrastructure,2026-04-14,2026-04-16,1023.91,M02
AP001615,Borealis Labs,logistics,2026-05-03,2026-05-07,241.0,M08
AP004484,Rampart Works,facilities,2025-10-05,2025-10-07,1071.4,M13
AP005719,Zephyr Works,logistics,2026-01-04,2026-01-05,129.71,M12
AP003576,Mosaic Labs,hardware,2025-11-02,2025-11-03,493.13,M06
AP002591,Harbor Solutions,logistics,2026-05-06,2026-05-11,129.64,M13
AP003495,Mosaic Consulting,facilities,2025-08-30,2025-09-03,239.83,M01
AP002396,Gable Services,hardware,2025-10-08,2025-10-09,528.92,M12
AP004373,Rampart Solutions,professional_services,2025-10-07,2025-10-13,508.46,M09
AP001943,Dockside Group,hardware,2025-10-07,2025-10-07,324.01,M02
AP005086,Vela Partners,office,2025-11-02,2025-11-06,62.47,M10
AP003361,Loom Industries,facilities,2026-04-04,2026-04-06,663.8,M02
AP001216,CDW,hardware,2025-12-01,2025-12-02,514.45,M05
AP005801,Northgate Logistics,logistics,2026-05-01,2026-05-04,19108.99,M01
AP000728,Staples Business,office,2025-09-03,2025-09-08,228.76,M09
AP004695,Tundra Services,office,2025-10-11,2025-10-13,116.57,M02
AP001484,Borealis Services,hardware,2025-10-31,2025-11-03,449.39,M08
AP002343,Fulcrum Labs,software,2026-04-19,2026-04-22,779.22,M05
AP003702,Nimbus Industries,facilities,2025-07-22,2025-07-22,78.8,M04
AP000517,Datadog,infrastructure,2025-11-08,2025-11-11,4235.82,M11
AP000976,Wilson Sonsini,legal,2026-04-16,2026-04-16,20520.38,M03
AP003869,Onyx Partners,software,2026-05-24,2026-05-28,95.97,M06
AP004852,Umber Supply,facilities,2025-11-13,2025-11-13,160.57,M05
AP000241,Amazon Web Services,infrastructure,2026-01-17,2026-01-20,1153.17,M02
AP001945,Dockside Group,hardware,2025-10-06,2025-10-06,277.09,M05
AP005843,Northgate Logistics,logistics,2025-10-25,2025-10-27,3172.63,M05
AP003974,Prairie Supply,facilities,2026-04-18,2026-04-20,635.91,M14
AP002672,Harbor Labs,professional_services,2026-04-01,2026-04-01,181.49,M03
AP004157,Quarry Supply,hardware,2025-11-13,2025-11-17,246.01,M11
AP002538,Harbor Supply,logistics,2025-10-19,2025-10-23,364.82,M12
AP005811,Northgate Logistics,logistics,2026-02-20,2026-02-20,99491.83,M02
AP002576,Harbor Services,events,2026-06-03,2026-06-05,642.23,M01
AP004570,Sable Consulting,professional_services,2026-02-17,2026-02-20,419.27,M08
AP003092,Keystone Services,office,2026-02-20,2026-02-23,307.17,M07
AP001185,Meridian Travel,travel,2026-06-13,2026-06-17,3061.13,M02
AP000289,Amazon Web Services,infrastructure,2026-03-07,2026-03-09,5745.24,M08
AP003897,Onyx Group,office,2025-08-18,2025-08-18,430.14,M08
AP001496,Borealis Services,hardware,2026-05-02,2026-05-04,1091.06,M10
AP005063,Vela Consulting,office,2025-07-08,2025-07-11,99.14,M05
AP000335,Amazon Web Services,infrastructure,2026-04-12,2026-04-16,1646.75,M13
AP002479,Gable Group,office,2025-11-18,2025-11-19,94.62,M14
AP005363,Wharf Trading,hardware,2026-03-03,2026-03-09,269.18,M03
AP005758,Pinnacle Consulting,consulting,2025-12-02,2025-12-02,15000,M06
AP000549,Datadog,infrastructure,2026-05-21,2026-05-22,3657.82,M03
AP002601,Harbor Consulting,marketing,2025-12-02,2025-12-02,125.67,M02
AP004037,Prairie Partners,office,2025-09-17,2025-09-22,380.9,M01
AP002552,Harbor Supply,logistics,2026-06-05,2026-06-08,175.87,M04
AP003514,Mosaic Partners,hardware,2025-08-24,2025-08-25,834.86,M13
AP002855,Inlet Works,facilities,2026-02-07,2026-02-10,432.88,M01
AP003513,Mosaic Partners,hardware,2025-08-01,2025-08-04,1231.19,M02
AP002165,Ember Works,hardware,2025-12-03,2025-12-08,1781.8,M02
AP001847,Dockside Supply,events,2026-03-23,2026-03-25,246.95,M06
AP003959,Onyx Trading,events,2026-01-11,2026-01-12,219.76,M10
AP003883,Onyx Industries,facilities,2026-03-22,2026-03-23,494.72,M01
AP004552,Sable Solutions,software,2025-09-07,2025-09-09,413.74,M07
AP005265,Wharf Partners,professional_services,2025-10-12,2025-10-13,450.17,M09
AP003220,Keystone Works,professional_services,2025-10-13,2025-10-16,80.9,M04
AP005527,Yonder Works,office,2025-10-11,2025-10-14,315.77,M03
AP004909,Umber Consulting,software,2026-04-01,2026-04-06,237.34,M02
AP004641,Sable Labs,marketing,2026-06-21,2026-06-24,1516.69,M03
AP005054,Vela Solutions,software,2025-11-12,2025-11-17,377.12,M08
AP004573,Sable Consulting,professional_services,2026-03-13,2026-03-16,313.01,M11
AP005534,Yonder Works,office,2026-01-27,2026-01-30,217.18,M12
AP001191,CDW,hardware,2025-07-19,2025-07-21,3057.8,M11
AP004505,Rampart Trading,office,2025-12-04,2025-12-08,217.88,M02
AP000722,Staples Business,office,2025-09-04,2025-09-05,31.92,M14
AP005079,Vela Consulting,office,2026-05-06,2026-05-11,207.24,M14
AP004944,Umber Industries,office,2026-02-14,2026-02-16,419.73,M01
AP004403,Rampart Consulting,professional_services,2026-04-03,2026-04-07,782.96,M14
AP005756,Pinnacle Consulting,consulting,2025-10-19,2025-10-20,15000,M08
AP002731,Inlet Supply,logistics,2026-01-02,2026-01-06,654.2,M09
AP004955,Umber Group,software,2026-01-15,2026-01-15,641.82,M14
AP000107,Amazon Web Services,infrastructure,2025-09-08,2025-09-08,1016.47,M07
AP003618,Nimbus Supply,hardware,2025-07-16,2025-07-18,225.19,M07
AP002766,Inlet Solutions,logistics,2026-04-17,2026-04-17,477.34,M08
AP005108,Vela Industries,hardware,2025-12-28,2025-12-30,127.88,M01
AP003167,Keystone Partners,hardware,2026-04-07,2026-04-10,370.8,M01
AP003836,Onyx Solutions,software,2026-01-05,2026-01-05,435.78,M13
AP000486,Snowflake,infrastructure,2026-05-01,2026-05-01,1812.99,M06
AP002116,Ember Industries,office,2026-06-07,2026-06-10,196.87,M11
AP003240,Keystone Trading,hardware,2025-09-16,2025-09-18,76.06,M01
AP001814,Cinder Trading,marketing,2025-07-19,2025-07-21,385.93,M04
AP003767,Nimbus Works,software,2026-01-23,2026-01-23,413.46,M01
AP002400,Gable Services,hardware,2026-01-31,2026-02-04,339.07,M01
AP004740,Tundra Consulting,office,2026-01-15,2026-01-15,235.69,M01
AP003501,Mosaic Consulting,facilities,2026-02-06,2026-02-06,61.77,M05
AP001838,Dockside Supply,events,2025-09-14,2025-09-15,1133.38,M03
AP004347,Rampart Supply,software,2026-06-13,2026-06-16,670.52,M12
AP000578,Salesforce,software,2026-01-14,2026-01-16,2243.61,M05
AP004645,Sable Works,office,2025-07-23,2025-07-25,506.11,M02
AP004965,Umber Labs,office,2025-12-06,2025-12-08,387.63,M09
AP004100,Prairie Labs,office,2026-02-27,2026-03-02,3616.4,M14
AP003266,Loom Supply,professional_services,2025-12-24,2025-12-29,215.16,M06
AP000866,Robert Half,recruiting,2025-09-12,2025-09-15,7193.59,M05
AP001733,Cinder Partners,events,2025-10-17,2025-10-20,972.78,M02
AP002842,Inlet Labs,facilities,2026-03-23,2026-03-25,712.98,M02
AP004567,Sable Consulting,professional_services,2025-12-12,2025-12-15,1036.1,M02
AP003017,Juniper Labs,software,2026-01-15,2026-01-19,532.04,M09
AP004323,Quarry Trading,logistics,2025-09-07,2025-09-08,324.62,M01
AP001949,Dockside Group,hardware,2025-12-09,2025-12-15,421.47,M09
AP001631,Borealis Works,hardware,2026-04-14,2026-04-20,364.35,M10
AP005354,Wharf Trading,hardware,2025-07-10,2025-07-14,1014.91,M07
AP005435,Yonder Consulting,professional_services,2026-04-21,2026-04-24,153.46,M12
AP000285,Amazon Web Services,infrastructure,2026-03-05,2026-03-09,7726.35,M08
AP003362,Loom Industries,facilities,2026-03-29,2026-03-30,375.75,M12
AP002597,Harbor Consulting,marketing,2025-08-17,2025-08-18,848.71,M09
AP003955,Onyx Trading,events,2025-12-04,2025-12-08,520.98,M12
AP001369,Acme Partners,marketing,2026-03-09,2026-03-12,92.27,M10
AP003777,Nimbus Works,software,2026-06-02,2026-06-08,68.81,M10
AP005782,Summit Interiors,facilities,2025-07-28,2025-08-01,9900,M03
AP004750,Tundra Partners,office,2025-10-24,2025-10-27,427.85,M08
AP000229,Amazon Web Services,infrastructure,2026-01-03,2026-01-07,3175.29,M06
AP000422,Amazon Web Services,infrastructure,2026-06-22,2026-06-22,2816.71,M08
AP002925,Juniper Solutions,facilities,2026-01-23,2026-01-23,336.55,M12
AP002934,Juniper Solutions,facilities,2026-05-22,2026-05-22,601.41,M13
AP001888,Dockside Consulting,office,2025-08-31,2025-09-02,172.8,M03
AP005383,Yonder Services,facilities,2025-07-26,2025-07-28,923.85,M06
AP001572,Borealis Industries,facilities,2026-06-08,2026-06-12,83.8,M04
AP001790,Cinder Labs,marketing,2025-11-21,2025-11-24,221.97,M10
AP002669,Harbor Labs,professional_services,2026-02-04,2026-02-04,289.43,M12
AP001524,Borealis Consulting,facilities,2025-11-09,2025-11-10,299.8,M14
AP002448,Gable Partners,marketing,2025-11-29,2025-12-02,1344.19,M04
AP001518,Borealis Consulting,facilities,2025-09-23,2025-09-25,105.15,M11
AP005333,Wharf Works,professional_services,2025-10-16,2025-10-20,290.39,M10
AP001894,Dockside Consulting,office,2025-12-20,2025-12-22,207.68,M04
AP004535,Sable Services,logistics,2025-11-10,2025-11-10,249.84,M04
AP005584,Zephyr Supply,office,2026-03-29,2026-03-30,175.87,M09
AP000856,Robert Half,recruiting,2025-07-05,2025-07-07,4355.13,M01
AP004067,Prairie Industries,marketing,2026-04-09,2026-04-13,442.42,M10
AP001097,Apex Print Media,marketing,2026-01-19,2026-01-22,794.42,M02
AP005915,Northgate Logistics,logistics,2025-10-19,2025-10-22,80835.9,M09
AP004450,Rampart Group,professional_services,2025-11-25,2025-11-26,373.62,M01
AP002745,Inlet Services,software,2025-12-13,2025-12-15,122.02,M08
AP001053,Global Catering Co,events,2026-03-20,2026-03-23,1400.99,M07
AP001753,Cinder Industries,software,2025-11-15,2025-11-17,489.85,M11
AP002785,Inlet Consulting,marketing,2026-03-22,2026-03-23,290.81,M09
AP003485,Mosaic Solutions,events,2026-04-05,2026-04-06,192.67,M03
AP000820,Uline,office,2025-11-08,2025-11-12,103.55,M02
AP005554,Yonder Trading,office,2026-01-15,2026-01-19,115.21,M14
AP004286,Quarry Group,facilities,2026-05-28,2026-05-29,1722.23,M14
AP000249,Amazon Web Services,infrastructure,2026-01-30,2026-02-03,3545.31,M10
AP004275,Quarry Group,facilities,2026-01-19,2026-01-21,1482.87,M14
AP003325,Loom Consulting,marketing,2026-06-23,2026-06-24,89.62,M04
AP001358,Acme Partners,marketing,2025-09-08,2025-09-09,94.92,M09
AP003596,Mosaic Works,marketing,2026-04-16,2026-04-20,531.04,M07
AP002753,Inlet Services,software,2026-06-12,2026-06-16,362.3,M06
AP002095,Ember Partners,events,2026-04-17,2026-04-20,59.58,M14
AP002390,Gable Supply,office,2026-06-19,2026-06-22,81.37,M01
AP002646,Harbor Industries,events,2026-05-18,2026-05-21,595.76,M04
AP004609,Sable Group,logistics,2025-11-22,2025-11-24,266.84,M14
AP003293,Loom Services,professional_services,2026-06-09,2026-06-10,571.39,M08
