expense_id,employee_id,department,expense_type,expense_date,amount,cabin_class
TE017605,E317,customer_success,lodging,2026-02-10,421.8,
TE004406,E080,customer_success,meals,2026-02-21,66.03,
TE016718,E300,sales,meals,2025-11-09,34.99,
TE006285,E112,sales,meals,2025-12-01,68.47,
TE008085,E146,customer_success,office_supplies,2026-02-16,56.52,
TE009772,E175,g_and_a,lodging,2025-07-21,319.63,
TE010967,E194,g_and_a,software,2025-10-28,58.35,
TE008628,E156,sales,lodging,2026-02-23,401.88,
TE010935,E194,g_and_a,lodging,2026-03-24,145.66,
TE006665,E121,marketing,software,2025-12-06,92.6,
TE006591,E118,marketing,office_supplies,2025-09-27,89.9,
TE020151,E360,marketing,airfare,2025-08-01,720.21,economy
TE016039,E284,engineering,office_supplies,2025-11-10,73.57,
TE009058,E163,sales,airfare,2025-11-04,1183.52,economy
TE007289,E132,engineering,office_supplies,2025-12-02,42.43,
TE018196,E326,engineering,airfare,2026-05-25,1244.48,economy
TE003397,E060,customer_success,airfare,2026-06-18,981.77,economy
TE011454,E203,customer_success,airfare,2025-12-11,683.31,economy
TE018655,E336,customer_success,software,2025-08-21,66.74,
TE014817,E265,customer_success,meals,2026-04-02,14.31,
TE009664,E174,g_and_a,meals,2025-07-02,56.03,
TE000543,E010,g_and_a,airfare,2025-12-25,1100.38,economy
TE004522,E082,marketing,software,2026-01-24,114.39,
TE017198,E307,g_and_a,meals,2025-08-22,52.61,
TE008185,E148,marketing,lodging,2026-04-21,229.58,
TE021349,E380,engineering,airfare,2025-12-28,363.02,economy
TE000699,E014,sales,rideshare,2025-11-14,43.99,
TE007956,E143,engineering,rideshare,2026-01-02,48.59,
TE000656,E012,g_and_a,meals,2025-07-08,41.67,
TE009194,E165,g_and_a,airfare,2025-08-27,851.26,economy
TE010893,E193,g_and_a,lodging,2025-08-10,269.8,
TE009930,E177,engineering,meals,2025-10-26,36.97,
TE018872,E340,marketing,lodging,2026-02-21,331.96,
TE000650,E012,g_and_a,airfare,2026-01-18,1193.78,economy
TE014549,E261,customer_success,meals,2026-06-16,50.87,
TE009649,E174,g_and_a,meals,2026-02-15,54.11,
TE010048,E179,g_and_a,lodging,2025-11-10,369.66,
TE009473,E171,engineering,meals,2025-08-23,47.41,
TE008303,E150,marketing,meals,2025-11-13,69.38,
TE013904,E249,sales,office_supplies,2025-07-02,93.24,
TE001899,E034,engineering,airfare,2025-08-23,1157.49,economy
TE021317,E380,engineering,rideshare,2026-06-21,47.96,
TE000654,E012,g_and_a,lodging,2026-06-10,212.25,
TE019668,E354,marketing,meals,2025-09-26,49.69,
TE004272,E076,g_and_a,meals,2026-01-16,28.22,
TE003432,E061,engineering,meals,2026-01-06,17.25,
TE011406,E202,marketing,meals,2026-02-06,27.25,
TE018899,E341,engineering,lodging,2025-12-02,462.94,
TE014296,E255,customer_success,office_supplies,2025-10-13,47.36,
TE013455,E242,customer_success,rideshare,2026-06-05,48.38,
TE011558,E205,customer_success,lodging,2025-11-19,191.96,
TE004394,E079,engineering,meals,2025-11-27,69.74,
TE011650,E208,g_and_a,rideshare,2025-12-07,20.79,
TE005233,E092,marketing,rideshare,2026-02-24,39.45,
TE002044,E037,sales,software,2026-05-07,39.64,
TE004736,E086,sales,rideshare,2025-10-04,85.71,
TE018924,E341,engineering,airfare,2025-10-26,323.95,economy
TE020399,E364,marketing,meals,2026-03-04,14.65,
TE021471,E077,customer_success,meals,2026-03-25,44.93,
TE011907,E212,g_and_a,meals,2025-09-15,63.22,
TE020126,E360,marketing,meals,2026-03-08,14.79,
TE005828,E104,engineering,rideshare,2026-04-27,51.84,
TE006147,E110,customer_success,meals,2026-03-18,38.86,
TE004378,E079,engineering,rideshare,2026-01-18,31.84,
TE002297,E042,sales,office_supplies,2026-04-03,111.05,
TE014490,E260,marketing,rideshare,2025-09-12,25.05,
TE000970,E017,customer_success,rideshare,2026-01-17,8.73,
TE013672,E245,sales,rideshare,2025-10-18,82.69,
TE014967,E268,g_and_a,meals,2026-05-01,26.17,
TE004499,E081,engineering,meals,2026-05-01,23.49,
TE002413,E044,engineering,lodging,2025-10-11,144.42,
TE001029,E018,engineering,rideshare,2026-05-16,9.96,
TE004641,E084,engineering,meals,2026-04-21,29.56,
TE009509,E172,g_and_a,meals,2025-12-08,42.57,
TE020210,E361,marketing,airfare,2025-07-23,1230.19,economy
TE005439,E097,marketing,lodging,2026-05-03,440.82,
TE005280,E094,sales,airfare,2025-11-01,370.29,economy
TE015858,E281,customer_success,rideshare,2026-06-24,63.96,
TE001424,E024,g_and_a,lodging,2026-06-04,369.65,
TE006545,E117,customer_success,meals,2025-11-08,42.96,
TE014807,E265,customer_success,meals,2026-03-22,49.67,
TE020369,E363,g_and_a,meals,2025-12-21,24.01,
TE004671,E085,engineering,meals,2026-02-01,52.16,
TE005797,E104,engineering,meals,2026-04-01,48.21,
TE011563,E206,engineering,airfare,2026-03-02,726.38,economy
TE020267,E362,g_and_a,meals,2026-03-29,36.51,
TE020132,E360,marketing,rideshare,2025-11-26,34.26,
TE004347,E078,g_and_a,lodging,2026-04-09,182.63,
TE008415,E152,sales,meals,2025-12-28,25.54,
TE018893,E340,marketing,rideshare,2025-12-28,36.44,
TE007246,E131,marketing,rideshare,2025-09-13,34.4,
TE007837,E140,g_and_a,meals,2026-02-03,43.16,
TE018735,E338,customer_success,meals,2025-07-01,31.7,
TE011570,E206,engineering,meals,2025-09-29,48.97,
TE001690,E031,engineering,airfare,2026-02-11,1007.63,economy
TE003710,E067,customer_success,meals,2025-12-27,52.46,
TE007448,E134,engineering,rideshare,2026-04-10,61.85,
TE017006,E304,marketing,lodging,2025-09-18,258.17,
TE012865,E230,marketing,rideshare,2025-07-02,77.94,
TE001301,E021,marketing,meals,2025-07-21,33.27,
TE020579,E366,marketing,airfare,2025-09-10,695.09,economy
TE017285,E310,marketing,rideshare,2025-09-09,66.95,
TE006742,E122,engineering,software,2026-06-05,137.64,
TE000278,E006,sales,rideshare,2026-04-03,56.36,
TE007738,E139,customer_success,rideshare,2025-10-24,22.72,
TE005677,E101,customer_success,meals,2025-12-28,23.53,
TE016198,E289,marketing,lodging,2025-11-04,146.16,
TE019765,E355,engineering,office_supplies,2026-03-07,17.63,
TE006732,E122,engineering,meals,2025-07-24,23.66,
TE001158,E020,g_and_a,meals,2026-01-29,53.07,
TE016096,E286,engineering,rideshare,2025-11-19,8.44,
TE005386,E096,customer_success,rideshare,2026-03-23,81.53,
TE011653,E208,g_and_a,software,2025-09-19,182.85,
TE002430,E044,engineering,rideshare,2026-02-01,40.66,
TE003190,E056,sales,rideshare,2026-03-05,36.39,
TE019289,E348,engineering,lodging,2025-12-10,268.86,
TE012108,E216,sales,lodging,2025-12-28,174.86,
TE021335,E380,engineering,meals,2026-04-29,36.41,
TE010981,E194,g_and_a,meals,2025-11-10,23.87,
TE016929,E304,marketing,meals,2026-05-07,37.06,
TE011008,E195,customer_success,conference,2025-10-13,1498.02,
TE013723,E246,engineering,airfare,2025-09-16,445.67,economy
TE008806,E159,g_and_a,meals,2026-01-02,35.42,
TE016265,E289,marketing,airfare,2026-05-11,1236.98,economy
TE014114,E253,engineering,rideshare,2025-08-13,10.16,
TE009397,E170,sales,meals,2026-01-12,15.78,
TE010618,E189,marketing,lodging,2026-02-07,158.28,
TE018488,E334,g_and_a,meals,2026-02-04,37.87,
TE020241,E361,marketing,software,2026-01-06,15.77,
TE010872,E193,g_and_a,rideshare,2025-10-14,60.85,
TE014860,E266,marketing,lodging,2025-07-21,194.88,
TE013835,E248,engineering,rideshare,2025-10-22,30.89,
TE006770,E122,engineering,lodging,2026-04-25,182.39,
TE006799,E123,sales,rideshare,2026-05-25,10.96,
TE005023,E089,engineering,meals,2026-02-07,41.0,
TE015675,E279,marketing,airfare,2025-07-25,597.54,economy
TE018768,E338,customer_success,meals,2025-11-04,33.16,
TE013333,E240,engineering,airfare,2025-09-22,1095.88,economy
TE015700,E279,marketing,meals,2026-01-03,62.3,
TE014458,E259,sales,lodging,2025-09-30,145.78,
TE005329,E095,marketing,lodging,2026-02-08,422.97,
TE004728,E086,sales,rideshare,2025-08-14,71.41,
TE001445,E025,g_and_a,airfare,2026-01-16,1225.0,economy
TE005552,E099,g_and_a,lodging,2025-12-18,400.83,
TE013669,E244,sales,rideshare,2026-05-16,46.66,
TE017660,E318,customer_success,rideshare,2025-11-20,44.76,
TE020628,E367,marketing,meals,2025-07-22,58.4,
TE016721,E300,sales,airfare,2025-10-14,891.56,economy
TE010923,E194,g_and_a,meals,2025-11-20,48.87,
TE000643,E012,g_and_a,meals,2026-04-12,21.59,
TE015671,E279,marketing,meals,2025-09-15,18.1,
TE006178,E110,customer_success,rideshare,2025-07-22,79.84,
TE017046,E305,customer_success,airfare,2025-10-05,1288.86,economy
TE011733,E209,marketing,rideshare,2025-07-03,23.77,
TE018479,E334,g_and_a,rideshare,2025-07-24,15.96,
TE007184,E130,marketing,meals,2026-05-03,52.4,
TE008413,E152,sales,rideshare,2025-12-11,75.54,
TE020974,E373,engineering,rideshare,2026-05-04,20.52,
TE017648,E318,customer_success,rideshare,2026-05-28,69.16,
TE011456,E203,customer_success,lodging,2026-04-28,426.23,
TE000220,E005,marketing,lodging,2026-03-12,144.11,
TE016258,E289,marketing,rideshare,2025-07-23,85.63,
TE007666,E137,sales,meals,2026-04-01,38.33,
TE005718,E102,marketing,conference,2026-01-15,1239.07,
TE016522,E296,customer_success,lodging,2026-02-17,199.24,
TE011795,E210,marketing,rideshare,2026-01-22,8.53,
TE002401,E044,engineering,meals,2026-02-22,39.3,
TE009879,E177,engineering,office_supplies,2025-08-21,108.36,
TE007876,E141,sales,lodging,2026-01-16,427.45,
TE000473,E009,marketing,software,2026-05-16,29.4,
TE013337,E240,engineering,rideshare,2025-09-06,72.73,
TE012772,E228,g_and_a,airfare,2026-06-21,493.72,economy
TE011189,E198,g_and_a,airfare,2026-04-22,822.93,economy
TE012050,E215,g_and_a,rideshare,2025-11-03,29.31,
TE005155,E091,marketing,conference,2026-02-21,642.01,
TE013663,E244,sales,rideshare,2026-06-11,57.5,
TE017558,E316,g_and_a,lodging,2025-08-16,412.73,
TE014480,E260,marketing,meals,2025-08-23,35.02,
TE012682,E225,g_and_a,airfare,2026-05-10,377.6,economy
TE002108,E039,sales,meals,2025-10-12,49.26,
TE013541,E243,engineering,airfare,2026-02-11,1103.79,economy
TE003962,E070,customer_success,software,2025-07-18,103.91,
TE005730,E103,g_and_a,software,2026-04-20,46.05,
TE010504,E186,sales,office_supplies,2025-09-09,54.41,
TE019854,E356,marketing,meals,2026-06-17,36.14,
TE010831,E191,sales,meals,2025-08-14,14.89,
TE005519,E099,g_and_a,meals,2026-05-26,31.07,
TE006144,E110,customer_success,office_supplies,2025-09-29,62.92,
TE014956,E268,g_and_a,meals,2025-08-24,48.08,
TE008819,E159,g_and_a,rideshare,2026-04-13,11.85,
TE008292,E150,marketing,rideshare,2025-07-26,34.69,
TE002544,E046,customer_success,rideshare,2025-08-05,13.09,
TE000236,E005,marketing,lodging,2025-09-12,173.29,
TE020415,E364,marketing,lodging,2026-03-17,394.95,
TE017960,E323,marketing,rideshare,2025-07-29,45.28,
TE008636,E156,sales,lodging,2025-12-03,361.01,
TE003484,E063,sales,airfare,2025-12-21,652.62,economy
TE011490,E204,marketing,lodging,2026-02-05,415.51,
TE021546,E077,customer_success,rideshare,2026-05-30,74.84,
TE011389,E202,marketing,meals,2025-09-24,24.05,
TE009119,E164,g_and_a,meals,2026-06-21,29.88,
TE013675,E245,sales,meals,2025-07-22,22.58,
TE011040,E196,customer_success,lodging,2026-06-20,478.31,
TE020569,E366,marketing,rideshare,2025-11-01,86.54,
TE009694,E174,g_and_a,office_supplies,2026-04-06,5.76,
TE011984,E214,g_and_a,meals,2026-02-23,17.16,
TE002846,E051,g_and_a,software,2025-10-05,185.29,
TE010764,E191,sales,airfare,2025-10-04,941.49,economy
TE012763,E228,g_and_a,lodging,2026-06-10,391.38,
TE004515,E081,engineering,meals,2026-03-27,30.23,
TE007505,E135,sales,lodging,2026-05-15,209.34,
TE004894,E087,sales,meals,2026-06-19,33.87,
TE007161,E130,marketing,software,2026-06-20,200.47,
TE003030,E053,engineering,meals,2026-05-26,41.94,
TE009626,E173,engineering,lodging,2026-02-06,318.42,
TE013609,E244,sales,meals,2025-07-13,70.61,
TE006611,E118,marketing,meals,2025-08-15,65.12,
TE011129,E197,g_and_a,office_supplies,2026-05-26,9.88,
TE020966,E373,engineering,lodging,2025-10-20,186.96,
TE020934,E373,engineering,rideshare,2026-01-25,72.68,
TE003434,E061,engineering,lodging,2025-07-23,347.84,
TE020463,E364,marketing,meals,2025-11-15,31.75,
TE016877,E303,engineering,meals,2025-10-10,28.43,
TE010039,E179,g_and_a,software,2026-03-30,130.56,
TE005787,E103,g_and_a,software,2025-12-31,157.4,
TE012654,E225,g_and_a,meals,2026-04-06,17.78,
TE005883,E105,engineering,airfare,2025-12-18,1123.11,economy
TE012366,E221,engineering,meals,2025-08-21,54.71,
TE014033,E251,marketing,software,2026-05-17,88.07,
TE011798,E210,marketing,lodging,2026-01-14,301.62,
TE008536,E154,marketing,software,2025-08-21,218.69,
TE016839,E302,g_and_a,software,2025-10-22,140.63,
TE008193,E148,marketing,airfare,2025-07-15,927.27,economy
TE011061,E196,customer_success,airfare,2025-12-17,302.51,economy
TE004707,E085,engineering,rideshare,2025-12-25,61.47,
TE002850,E051,g_and_a,rideshare,2026-06-07,63.56,
TE013691,E245,sales,lodging,2025-07-27,183.68,
TE002513,E045,g_and_a,rideshare,2025-11-06,86.0,
TE010557,E188,g_and_a,meals,2025-10-09,63.78,
TE003698,E067,customer_success,meals,2025-12-08,24.16,
TE021124,E376,g_and_a,meals,2025-09-28,36.9,
TE015070,E269,customer_success,meals,2026-04-14,48.26,
TE003704,E067,customer_success,rideshare,2026-01-04,28.86,
TE005484,E098,marketing,rideshare,2026-02-28,62.12,
TE003958,E070,customer_success,rideshare,2025-07-31,75.72,
TE003406,E061,engineering,lodging,2026-03-18,220.76,
TE003837,E069,marketing,meals,2026-04-05,34.79,
TE007834,E140,g_and_a,meals,2026-06-24,18.14,
TE010281,E183,marketing,lodging,2025-12-19,204.97,
TE016262,E289,marketing,lodging,2026-01-20,275.69,
TE020003,E358,marketing,meals,2025-12-24,25.2,
TE015166,E271,g_and_a,conference,2026-03-17,1434.27,
TE003313,E059,g_and_a,office_supplies,2026-04-10,65.0,
TE013343,E240,engineering,airfare,2026-06-18,215.18,economy
TE014228,E254,customer_success,conference,2026-06-07,998.09,
TE012912,E231,engineering,conference,2026-02-26,1151.81,
TE001089,E018,engineering,conference,2026-05-14,1625.22,
TE002997,E053,engineering,meals,2025-10-13,58.4,
TE019283,E348,engineering,rideshare,2026-01-26,22.07,
TE013449,E242,customer_success,meals,2025-07-06,51.68,
TE007948,E143,engineering,rideshare,2026-06-11,15.76,
TE017292,E311,engineering,office_supplies,2026-04-21,52.68,
TE000618,E012,g_and_a,lodging,2026-01-20,457.59,
TE018124,E325,customer_success,airfare,2026-02-25,550.58,economy
TE008873,E160,engineering,lodging,2026-01-07,187.58,
TE002047,E037,sales,rideshare,2026-01-17,14.98,
TE005898,E105,engineering,meals,2025-07-22,38.93,
TE016537,E296,customer_success,software,2025-07-08,105.12,
TE018796,E339,sales,rideshare,2026-03-01,63.22,
TE017599,E317,customer_success,lodging,2026-05-13,254.04,
TE014052,E252,engineering,lodging,2026-01-09,309.23,
TE018417,E332,customer_success,meals,2026-03-04,64.04,
TE021132,E376,g_and_a,rideshare,2026-05-15,54.84,
TE017791,E320,marketing,meals,2026-05-09,27.11,
TE015428,E276,g_and_a,office_supplies,2026-01-07,39.97,
TE000841,E016,engineering,lodging,2026-02-17,282.77,
TE001186,E020,g_and_a,meals,2025-10-31,22.6,
TE019492,E351,engineering,lodging,2025-09-07,183.8,
TE007570,E135,sales,meals,2025-12-17,49.45,
TE014894,E266,marketing,meals,2026-06-05,66.98,
TE016874,E303,engineering,meals,2025-07-22,58.64,
TE012450,E222,sales,software,2026-06-22,38.0,
TE010708,E190,customer_success,lodging,2026-05-31,420.44,
TE010259,E182,engineering,rideshare,2026-03-17,55.56,
TE015869,E281,customer_success,rideshare,2025-08-03,51.22,
TE015362,E275,engineering,software,2025-08-09,194.35,
TE017479,E315,marketing,airfare,2025-10-10,1039.87,economy
TE013521,E243,engineering,meals,2026-05-13,37.78,
TE014826,E265,customer_success,meals,2025-11-16,71.33,
TE021292,E379,marketing,meals,2025-11-10,33.87,
TE008949,E161,g_and_a,meals,2025-12-04,26.63,
TE001404,E024,g_and_a,meals,2026-01-21,43.2,
TE020864,E371,marketing,meals,2025-11-04,50.61,
TE009363,E169,customer_success,software,2025-07-30,164.56,
TE007105,E129,marketing,lodging,2025-10-15,206.56,
TE021178,E376,g_and_a,lodging,2025-07-30,176.27,
TE020887,E371,marketing,conference,2025-12-06,1452.48,
TE015036,E268,g_and_a,meals,2026-04-10,26.64,
TE006329,E113,engineering,meals,2025-12-27,24.72,
TE000809,E015,engineering,software,2026-06-18,150.89,
TE007581,E135,sales,meals,2026-01-11,39.89,
TE012745,E227,g_and_a,meals,2026-02-04,34.5,
TE012924,E231,engineering,software,2025-10-17,22.26,
TE014149,E253,engineering,office_supplies,2025-09-18,105.85,
TE011683,E208,g_and_a,meals,2025-12-21,45.72,
TE006455,E116,sales,airfare,2025-11-20,786.19,economy
TE021339,E380,engineering,rideshare,2025-12-06,66.58,
TE006745,E122,engineering,meals,2025-07-09,58.96,
TE004048,E072,engineering,rideshare,2025-11-27,75.06,
TE017878,E321,g_and_a,airfare,2026-02-17,284.62,economy
TE019407,E350,engineering,meals,2025-08-30,62.38,
TE021468,E077,customer_success,airfare,2026-03-06,599.65,
TE017461,E314,customer_success,office_supplies,2025-11-24,53.28,
TE018668,E337,marketing,airfare,2025-08-30,1396.96,economy
TE008562,E155,g_and_a,office_supplies,2025-10-06,91.39,
TE019916,E357,sales,meals,2025-10-24,74.29,
TE004834,E087,sales,meals,2025-11-29,15.38,
TE014425,E258,sales,meals,2026-02-03,18.83,
TE005896,E105,engineering,rideshare,2026-03-04,78.85,
TE001260,E021,marketing,airfare,2026-02-11,1165.74,economy
TE011935,E213,g_and_a,meals,2026-01-23,33.62,
TE006471,E116,sales,meals,2026-05-26,65.63,
TE004125,E073,sales,rideshare,2026-02-09,85.36,
TE000526,E010,g_and_a,meals,2026-04-09,43.17,
TE016608,E298,engineering,meals,2026-01-06,44.79,
TE005185,E091,marketing,conference,2026-03-06,851.59,
TE009820,E176,sales,rideshare,2026-05-03,45.85,
TE006892,E124,engineering,lodging,2026-04-05,377.93,
TE008340,E151,marketing,rideshare,2026-03-10,12.36,
TE007209,E131,marketing,rideshare,2025-10-25,86.63,
TE020125,E360,marketing,rideshare,2026-05-10,60.42,
TE003987,E071,sales,rideshare,2026-01-19,28.11,
TE012084,E215,g_and_a,meals,2025-08-08,36.6,
TE000865,E016,engineering,lodging,2025-11-13,216.15,
TE006357,E114,customer_success,meals,2026-01-06,71.61,
TE009286,E167,customer_success,meals,2026-05-30,56.48,
TE006211,E111,marketing,airfare,2025-09-18,553.5,economy
TE001255,E021,marketing,conference,2025-12-12,1041.78,
TE007424,E133,sales,meals,2025-08-23,31.95,
TE010777,E191,sales,conference,2025-09-25,729.25,
TE019959,E358,marketing,rideshare,2025-08-21,33.91,
TE010095,E180,customer_success,meals,2026-05-05,19.39,
TE021381,E144,g_and_a,meals,2025-11-10,92.29,
TE010565,E188,g_and_a,software,2026-03-14,60.59,
TE020696,E369,marketing,meals,2026-02-09,54.76,
TE015650,E279,marketing,rideshare,2026-01-06,88.83,
TE001890,E034,engineering,rideshare,2025-09-27,60.55,
TE002755,E049,engineering,rideshare,2026-03-31,41.12,
TE016560,E297,g_and_a,lodging,2026-02-03,181.44,
TE016470,E294,customer_success,rideshare,2026-05-21,28.72,
TE015113,E270,g_and_a,rideshare,2025-12-06,64.51,
TE009545,E172,g_and_a,rideshare,2025-07-18,89.54,
TE010823,E191,sales,lodging,2025-08-31,351.0,
TE009244,E166,engineering,lodging,2025-09-15,395.2,
TE016719,E300,sales,meals,2025-12-27,48.82,
TE005705,E102,marketing,software,2025-11-24,153.93,
TE007312,E132,engineering,meals,2025-07-10,48.48,
TE000143,E004,customer_success,meals,2026-01-30,44.45,
TE010061,E179,g_and_a,office_supplies,2026-02-21,85.85,
TE014332,E256,g_and_a,rideshare,2026-05-07,74.29,
TE012507,E223,customer_success,meals,2025-12-07,32.94,
TE008553,E155,g_and_a,lodging,2025-08-14,184.33,
TE019438,E350,engineering,software,2026-05-12,118.69,
TE004996,E089,engineering,meals,2026-06-20,46.89,
TE002699,E049,engineering,meals,2026-01-18,22.92,
TE015434,E276,g_and_a,meals,2025-12-28,61.02,
TE019760,E355,engineering,meals,2026-05-13,26.68,
TE010436,E185,sales,conference,2025-09-08,1444.02,
TE019469,E350,engineering,meals,2026-06-10,41.59,
TE013725,E246,engineering,conference,2026-05-22,1589.67,
TE005548,E099,g_and_a,airfare,2026-02-27,964.14,economy
TE001816,E033,g_and_a,rideshare,2025-08-25,44.46,
TE008583,E155,g_and_a,rideshare,2025-07-25,74.65,
TE001178,E020,g_and_a,rideshare,2026-02-28,55.0,
TE001892,E034,engineering,meals,2025-11-14,47.35,
TE004216,E075,marketing,meals,2026-05-23,43.94,
TE016044,E284,engineering,software,2026-04-25,171.55,
TE019853,E356,marketing,meals,2026-02-22,52.92,
TE003155,E056,sales,rideshare,2026-06-02,86.93,
TE009380,E169,customer_success,meals,2026-04-30,74.64,
TE015955,E283,engineering,lodging,2026-04-05,260.92,
TE014340,E256,g_and_a,meals,2025-09-26,31.84,
TE005399,E096,customer_success,meals,2025-08-04,34.54,
TE016268,E289,marketing,rideshare,2026-03-31,67.28,
TE019958,E358,marketing,lodging,2025-08-09,301.37,
TE017407,E313,customer_success,meals,2025-10-05,28.72,
TE005169,E091,marketing,airfare,2026-04-01,730.38,economy
TE018669,E337,marketing,rideshare,2025-07-28,59.61,
TE002548,E046,customer_success,airfare,2026-04-20,1142.89,economy
TE007904,E142,customer_success,rideshare,2026-02-17,9.74,
TE017367,E312,engineering,lodging,2026-02-11,330.19,
TE017581,E316,g_and_a,airfare,2025-07-06,451.66,economy
TE000456,E008,customer_success,airfare,2025-08-16,949.94,economy
TE002442,E045,g_and_a,airfare,2025-09-27,1208.21,economy
TE011328,E202,marketing,airfare,2025-11-09,982.2,economy
TE001247,E021,marketing,meals,2026-03-09,49.53,
TE018642,E336,customer_success,meals,2026-02-26,65.0,
TE012008,E214,g_and_a,lodging,2025-08-01,334.19,
TE000399,E008,customer_success,rideshare,2026-05-17,42.9,
TE004723,E085,engineering,conference,2026-03-09,1726.32,
TE008501,E154,marketing,meals,2025-10-11,36.85,
TE016643,E299,sales,airfare,2026-01-16,947.26,economy
TE013145,E236,customer_success,meals,2025-12-15,54.94,
TE009353,E169,customer_success,meals,2026-06-08,32.43,
TE002069,E038,sales,meals,2025-12-27,64.49,
TE005385,E096,customer_success,meals,2025-12-07,63.16,
TE014087,E252,engineering,airfare,2025-09-26,699.73,economy
TE001106,E019,g_and_a,meals,2025-07-20,47.8,
TE015861,E281,customer_success,airfare,2025-11-21,328.43,economy
TE004518,E082,marketing,software,2025-11-03,152.96,
TE013752,E247,engineering,meals,2025-09-06,45.87,
TE012746,E227,g_and_a,rideshare,2026-01-12,65.97,
TE008955,E162,marketing,meals,2025-12-06,42.63,
TE001155,E020,g_and_a,software,2026-06-01,161.42,
TE002961,E052,g_and_a,lodging,2025-10-09,286.91,
TE002591,E047,marketing,rideshare,2025-09-11,30.55,
TE008790,E158,engineering,meals,2026-03-29,37.29,
TE012485,E223,customer_success,meals,2025-09-10,42.86,
TE013433,E241,customer_success,lodging,2025-09-01,422.14,
TE007787,E139,customer_success,rideshare,2026-05-17,10.06,
TE011277,E200,customer_success,software,2025-10-01,78.7,
TE000392,E008,customer_success,meals,2025-10-18,24.47,
TE014680,E263,sales,airfare,2025-12-11,467.07,economy
TE004358,E078,g_and_a,meals,2026-06-05,28.5,
TE015138,E271,g_and_a,lodging,2025-12-26,459.59,
TE000025,E001,g_and_a,meals,2026-06-12,70.52,
TE015213,E272,engineering,meals,2026-02-01,40.69,
TE017009,E305,customer_success,meals,2026-03-31,56.54,
TE017841,E320,marketing,lodging,2026-03-08,305.75,
TE020432,E364,marketing,lodging,2026-06-01,185.03,
TE014432,E258,sales,rideshare,2025-10-28,12.17,
TE008564,E155,g_and_a,lodging,2026-05-11,162.0,
TE020952,E373,engineering,software,2025-12-19,29.59,
TE013164,E237,g_and_a,meals,2025-12-09,72.72,
TE008676,E156,sales,meals,2026-04-15,60.7,
TE007020,E126,engineering,meals,2025-09-12,66.01,
TE012443,E222,sales,meals,2026-03-14,25.37,
TE002580,E047,marketing,lodging,2026-01-11,151.22,
TE009666,E174,g_and_a,lodging,2025-07-24,290.86,
TE016463,E294,customer_success,office_supplies,2025-09-25,38.5,
TE015303,E274,engineering,meals,2026-02-22,19.96,
TE021404,E223,customer_success,meals,2025-10-28,110.86,
TE019200,E347,engineering,meals,2025-08-02,33.85,
TE016046,E284,engineering,lodging,2025-07-09,313.88,
TE004442,E080,customer_success,meals,2026-05-25,24.02,
TE019080,E345,sales,rideshare,2025-11-11,61.24,
TE009399,E170,sales,meals,2026-02-22,23.13,
TE015801,E281,customer_success,office_supplies,2025-11-21,71.4,
TE005271,E093,g_and_a,meals,2026-05-24,59.72,
TE008559,E155,g_and_a,lodging,2025-07-20,291.0,
TE016052,E284,engineering,software,2026-01-06,24.11,
TE003447,E061,engineering,meals,2025-12-03,34.45,
TE003081,E054,engineering,meals,2025-09-23,30.49,
TE011455,E203,customer_success,meals,2026-04-16,38.14,
TE004496,E081,engineering,meals,2026-03-16,36.63,
TE005369,E096,customer_success,meals,2026-06-14,47.45,
TE009894,E177,engineering,rideshare,2025-11-01,23.88,
TE000153,E004,customer_success,office_supplies,2025-08-15,28.08,
TE013837,E248,engineering,conference,2026-04-03,1139.41,
TE002157,E040,engineering,conference,2026-05-21,1513.9,
TE009400,E170,sales,lodging,2026-03-17,225.46,
TE015251,E273,engineering,rideshare,2026-05-14,11.58,
TE010025,E178,engineering,meals,2025-07-19,25.39,
TE013435,E241,customer_success,airfare,2026-01-25,598.03,economy
TE013555,E243,engineering,lodging,2025-10-08,161.13,
TE006748,E122,engineering,meals,2026-04-15,69.04,
TE007898,E142,customer_success,meals,2026-05-10,54.15,
TE014009,E251,marketing,meals,2025-09-26,35.44,
TE005758,E103,g_and_a,rideshare,2026-06-25,27.23,
TE020942,E373,engineering,lodging,2026-02-23,247.71,
TE016574,E297,g_and_a,office_supplies,2025-08-10,113.3,
TE015345,E275,engineering,meals,2026-03-11,27.97,
TE005055,E090,marketing,meals,2025-10-08,41.02,
TE013953,E250,marketing,airfare,2025-09-10,535.79,economy
TE000247,E005,marketing,meals,2026-06-23,27.63,
TE001511,E026,sales,meals,2025-07-23,40.93,
TE020071,E359,g_and_a,lodging,2025-10-29,267.81,
TE002805,E050,customer_success,airfare,2026-01-19,934.41,economy
TE014174,E253,engineering,lodging,2025-09-06,340.75,
TE014065,E252,engineering,meals,2025-07-24,58.63,
TE001093,E019,g_and_a,rideshare,2026-04-08,74.37,
TE007224,E131,marketing,office_supplies,2026-02-17,21.6,
TE012488,E223,customer_success,meals,2025-09-25,49.27,
TE009033,E163,sales,meals,2025-12-19,42.21,
TE015448,E276,g_and_a,meals,2025-07-05,37.71,
TE016757,E301,engineering,meals,2026-03-14,37.07,
TE002056,E038,sales,airfare,2026-01-09,410.07,economy
TE018730,E338,customer_success,lodging,2026-04-23,141.65,
TE014687,E263,sales,conference,2025-08-28,1486.95,
